"Pathway","NES","P_value","FDR","Direction","Genes_tested","Leading_edge_genes"
"Cytokine-cytokine receptor interaction",2.30210586454845,2.49728486391276e-15,7.49185459173828e-13,"Up",165,"Tnfrsf4;Ltb;Lta;Ccr7;Ccl6;Tnfrsf9;Tnfrsf18;Bmp4;Ifngr2;Osm;Ccr4;Tnf;Ccl22;Ccl9;Csf2;Il12rb1;Il10rb;Il4ra;Il17f;Cxcl16;Acvrl1;Lif;Il10ra;Bmpr1a;Ccl1;Il1r1;Cxcr5;Tnfrsf11b;Ccl17;Cx3cl1;Csf2rb2;Ccr1;Ackr3;Il17rc;Cxcr2;Il1rn;Il23a;Cxcl9;Il1b;Ifngr1;Bmp7;Tnfsf11;Csf2rb;Il4;Il23r;Il1r2;Il17re;Tnfsf13b;Tnfrsf11a;Cxcr6;Ccr3;Gdf11;Tnfrsf25;Il1rl1;Il18r1;Lifr;Il6;Cxcl10;Cd40;Il2rg;Ccr6;Xcr1;Il9r;Ifnlr1;Ccl3;Csf1r;Tnfsf14;Clcf1;Il2rb;Cxcl2;Acvr2a;Csf1;Leprot;Tgfbr2;Il22;Il11ra1;Csf3r;Il5;Il13;Il27ra;Inha;Tnfsf4;Ccr2;Ccr9;Acvr1;Crlf2;Ccl25;Fas;Ifnar2;Il3ra;Il15ra;Amhr2;Relt"
"Oxidative phosphorylation",2.32573962367758,6.67347189873532e-12,1.0010207848103e-09,"Up",98,"Atp6ap1;Ndufa1;Atp6v0a1;Ndufa13;Cox6a1;Atp6v0e;Cox7a2;Ndufa6;Cox8a;ND6;ND2;ND1;ND4;Atp6v1b2;ND5;Ndufa10;COX1;Cox6c;CYTB;Cox5a;Ndufb7;Cox4i1;Atp6v1f;Ndufv3;Ndufb11;Ndufb9;Cox7b;Cox4i2;Uqcrq;Uqcrh;Ndufb3;Cox6b1;Ndufa8;Atp6v1e1;Uqcr10;Atp6v0d1;Atp6v1g1;Atp6v0d2;Atp6v1h;Atp6v1c1;Ndufa3;Atp6v0b;Ndufa5;Ndufb5;Cox7a2l;Ndufa2;Atp6v1g2;Ndufs6;Ndufs2;Uqcrfs1;Cyc1;Lhpp;Cox17;Ndufa7;Ndufb10;Cox10;Ndufs3;Ndufs4;Ndufa11;Sdhb;Ndufb8;Uqcr11;Ndufa12;Cox11;Cox5b;Ndufs7;Uqcrb;Ndufs5;Ndufv2"
"Phagosome",2.22908483401426,2.87891304291078e-11,2.87891304291078e-09,"Up",124,"Actb;Itgam;Atp6ap1;Cyba;Itgb5;Ncf4;Atp6v0a1;H2-Oa;H2-Q10;Tuba8;Tubb6;H2-DMb2;Mrc2;Atp6v0e;Ctss;H2-Q6;H2-K1;Tuba1a;Atp6v1b2;H2-M2;Coro1a;Clec7a;Itgb3;Atp6v1f;Itgb2;Cd36;H2-Eb1;Rab7b;C3;H2-Aa;Tlr2;H2-M3;Dync1li1;Rilp;H2-Q7;Tubb4a;H2-Ab1;H2-D1;Tuba1c;Tap1;Atp6v1e1;H2-DMb1;Atp6v0d1;Atp6v1g1;Cybb;Atp6v0d2;Atp6v1h;Atp6v1c1;Sec22b;Itgav;Atp6v0b;H2-Q4;Lamp1;Tfrc;Rab7;Tubb2a;Atp6v1g2;Sec61b;H2-T22"
"Hematopoietic cell lineage",2.32631320647423,1.35173164065731e-10,1.01379873049298e-08,"Up",73,"Itgam;Cd8a;H2-Oa;Tnf;Cd8b1;Csf2;Il4ra;H2-DMb2;Il1r1;Flt3l;Cd19;Il1b;Itga3;Il4;Anpep;Cd38;Itgb3;Il1r2;Cd36;H2-Eb1;Cd2;H2-Aa;Cd55;Il6;Il9r;Ms4a1;Flt3;Csf1r;H2-Ab1;H2-DMb1;Csf1;Il11ra1;Csf3r;Il5;Kit;Tfrc;Cd37;Itga2b;Il3ra"
"Non-alcoholic fatty liver disease (NAFLD)",2.13011257358395,4.22685672166606e-10,2.53611403299963e-08,"Up",130,"Ndufa1;Prkag1;Tnf;Ndufa13;Bax;Cox6a1;Cox7a2;Ndufa6;Cox8a;Il1b;Ndufa10;Ikbkb;COX1;Cox6c;CYTB;Cox5a;Ndufb7;Cox4i1;Ndufv3;Il6;Ndufb11;Atf4;Ndufb9;Rxra;Cox7b;Cox4i2;Uqcrq;Ddit3;Uqcrh;Ndufb3;Cox6b1;Ndufa8;Adipor1;Prkaa1;Uqcr10;Leprot;Ndufa3;Traf2;Ndufa5;Ndufb5;Cebpa;Bcl2l11;Cox7a2l;Ndufa2;Nfkb1;Map3k5;Fas;Cycs;Ndufs6;Pik3cb;Ndufs2;Uqcrfs1;Pik3r2;Cyc1;Ndufa7;Ndufb10;Cdc42;Tgfb1;Ndufs3;Ndufs4;Casp8;Nr1h3;Ndufa11;Prkab1;Sdhb;Rela;Ndufb8;Uqcr11;Ndufa12;Cox5b;Ndufs7;Uqcrb;Ndufs5;Ndufv2"
"Cell adhesion molecules (CAMs)",2.11720831002736,1.27309892044745e-08,6.36549460223727e-07,"Up",99,"Itgam;Nectin1;Sdc4;Cntn1;Sdc3;Cd8a;H2-Oa;H2-Q10;Cd8b1;Cdh3;H2-DMb2;Pdcd1;Cd80;Itgb7;Vsir;H2-Q6;H2-K1;Icos;Cldn1;F11r;Cd226;H2-M2;Pdcd1lg2;Pvr;Igsf11;Sdc2;Vcan;Itgb2;H2-Eb1;Cd2;H2-Aa;H2-M3;Cd40;Cd86;Ncam1;H2-Q7;Sdc1;H2-Ab1;Neo1;H2-D1;Cadm3;H2-DMb1;Icam1;Vcam1;Itgav;H2-Q4"
"Parkinson disease",2.0684179570893,4.86051214961933e-08,2.08307663555114e-06,"Up",104,"Ndufa1;Ndufa13;Cox6a1;Cox7a2;Ndufa6;Cox8a;ND6;ND2;ND1;ND4;ND5;Ndufa10;COX1;Ube2g2;Cox6c;CYTB;Cox5a;Ndufb7;Cox4i1;Ndufv3;Ndufb11;Slc18a2;Ndufb9;Cox7b;Cox4i2;Uqcrq;Uqcrh;Ndufb3;Cox6b1;Ndufa8;Uqcr10;Ube2j2;Ndufa3;Ndufa5;Ndufb5;Cox7a2l;Ubb;Ndufa2;Uchl1;Slc25a4;Cycs;Ndufs6;Ndufs2;Uqcrfs1;Cyc1;Ndufa7;Ndufb10;Ndufs3;Ndufs4;Vdac3;Ndufa11;Sdhb;Ndufb8;Uqcr11;Ndufa12;Cox5b;Ndufs7;Uqcrb;Ndufs5;Ndufv2;Vdac2;Htra2;Cox6a2;Prkaca;Park7;Sdhd;Ube2j1;Ndufb4;Sdhc"
"Rheumatoid arthritis",2.16204996181334,6.54229228763483e-08,2.45335960786306e-06,"Up",64,"Atp6ap1;Ltb;Atp6v0a1;H2-Oa;Tnf;Csf2;H2-DMb2;Cd80;Atp6v0e;Acp5;Il23a;Il1b;Atp6v1b2;Tnfsf11;Atp6v1f;Itgb2;Tnfsf13b;Tnfrsf11a;H2-Eb1;Fos;H2-Aa;Il6;Tlr2;Cd86;Ccl3;H2-Ab1;Atp6v1e1;H2-DMb1;Csf1;Atp6v0d1;Atp6v1g1;Icam1;Ctsk;Atp6v0d2;Atp6v1h;Atp6v1c1;Atp6v0b"
"Osteoclast differentiation",2.02161810300405,1.30358131804545e-07,3.81258599088818e-06,"Up",105,"Cyba;Ncf4;Ifngr2;Fhl2;Tnf;Il1r1;Tnfrsf11b;Jund;Mapk13;Junb;Fosl2;Socs1;Acp5;Relb;Camk4;Il1b;Ifngr1;Tnfsf11;Ikbkb;Nfkbia;Itgb3;Tnfrsf11a;Fos;Blnk;Lilra6;Ppp3ca;Sirpa;Pirb;Csf1r;Pparg;Plcg2;Csf1;Tgfbr2;Ctsk;Fosb;Traf2;Sqstm1;Gab2;Fyn;Nfkb1;Cyld;Ifnar2;Pik3cb;Pik3r2;Nox1"
"Th17 cell differentiation",2.03914503766541,1.397948196659e-07,3.81258599088818e-06,"Up",96,"Ifngr2;H2-Oa;Zap70;Il12rb1;Il4ra;H2-DMb2;Il17f;Foxp3;Il1r1;Rora;Mapk13;Il23a;Rorc;Il1b;Ifngr1;Ikbkb;Il4;Nfkbia;Il23r;Rxrg;Irf4;H2-Eb1;Gata3;Fos;H2-Aa;Il6;Prkcq;Ppp3ca;Il2rg;Rxra;H2-Ab1;Il2rb;H2-DMb1;Tgfbr2;Il22"
"Tuberculosis",1.95849571551782,1.28001753244394e-07,3.81258599088818e-06,"Up",142,"Itgam;Atp6ap1;Irak2;Atp6v0a1;Ifngr2;H2-Oa;Tnf;Tlr9;Il10rb;H2-DMb2;Arhgef12;Mrc2;Il10ra;Bax;Ctss;Mapk13;Tlr1;Cebpb;Cd74;Il23a;Lsp1;Il1b;Ifngr1;Ctsd;Coro1a;Clec7a;Bcl10;Itgb2;H2-Eb1;Vdr;Src;C3;H2-Aa;Il6;Tlr2;Myd88;Plk3;Ppp3ca;Tradd;Irak4;H2-Ab1;Ciita;H2-DMb1;Calm1;Atp6v0d1;Atp6v0d2;Atp6v1h;Atp6v0b;Bcl2;Card9;Lamp1;Ksr1"
"Alzheimer disease",1.93359210446271,1.94876844375972e-07,4.87192110939931e-06,"Up",137,"Cacna1d;Ndufa1;Tnf;Ndufa13;Cox6a1;Cox7a2;Ndufa6;Cox8a;Atp2a3;Casp12;Il1b;Ndufa10;COX1;Cox6c;CYTB;Cox5a;Ndufb7;Cox4i1;Ndufv3;Nae1;Grin2d;Lpl;Ndufb11;Ppp3ca;Capn1;Ndufb9;Cox7b;Cox4i2;Psen2;Uqcrq;Cacna1s;Uqcrh;Ndufb3;Cox6b1;Ndufa8;Uqcr10;Calm1;Capn2;Bace2;Ndufa3;Ndufa5;Ndufb5;Cox7a2l;Ndufa2;App;Apoe;Fas;Cycs;Ndufs6;Ndufs2;Apbb1;Uqcrfs1;Cyc1;Ndufa7;Ndufb10;Ndufs3;Ppp3cc;Cdk5;Ndufs4;Casp8;Atf6;Ndufa11;Sdhb;Ndufb8;Mapk3;Uqcr11;Ndufa12;Cox5b;Ndufs7;Uqcrb;Ndufs5;Ndufv2;Bad;Calm2;Gnaq;Fadd;Ryr3"
"NF-kappa B signaling pathway",2.07198515430938,2.43506718733797e-07,5.61938581693378e-06,"Up",84,"Ltb;Lta;Traf1;Tnf;Zap70;Gadd45b;Il1r1;Lyn;Ly96;Relb;Bcl2a1b;Il1b;Tnfsf11;Csnk2b;Ikbkb;Nfkbia;Bcl10;Bcl2a1d;Tnfsf13b;Tnfrsf11a;Blnk;Prkcq;Myd88;Cd40;Tradd;Tnfsf14;Irak4;Plcg2;Traf5;Cxcl2;Card11;Birc3;Icam1;Bcl2l1;Vcam1;Traf2;Bcl2;Plau"
"Epstein-Barr virus infection",1.82893222116747,6.40854892833002e-07,1.37326048464215e-05,"Up",183,"Gadd45g;H2-Oa;Tnf;H2-Q10;H2-DMb2;Gadd45b;Bax;Cd19;H2-Q6;H2-K1;Mapk13;Lyn;Ccnd3;Relb;Psmc3;H2-M2;Ikbkb;Nfkbia;Gadd45a;H2-Eb1;Psmd8;Blnk;H2-Aa;Psmd13;Il6;Tlr2;Cxcl10;H2-M3;Myd88;Vim;Cd40;Tradd;Sem1;H2-Q7;Irak4;H2-Ab1;Ccnd1;Plcg2;H2-D1;Traf5;Tap1;Psmd4;Pdia3;H2-DMb1;Ikbke;Icam1;Map2k3;B2m;Oas1g;Traf2;Bcl2;H2-Q4;Bcl2l11;Tapbp;Psmd2;Oas3;Nfkb1;Fas;Cycs;Nfkbib;Ifnar2;Pik3cb;Ccnd2;Pik3r2;H2-T22;Cd44;H2-Q2;Runx3;H2-T23;Calr;Rbpj;Psmd6;Psmc2;Casp8;Psmc1;Psmc5;Tap2;Rela;Psmc6;Hdac1;Jak3"
"Apoptosis",1.91329982883187,7.80534910059122e-07,1.56106982011824e-05,"Up",127,"Actb;Gadd45g;Gzmb;Traf1;Tnf;Tuba8;Gadd45b;Bax;Ctss;Csf2rb2;Ptpn13;Tuba1a;Ctsz;Bcl2a1b;Casp12;Ctsd;Csf2rb;Ikbkb;Bbc3;Nfkbia;Gadd45a;Ctsh;Bcl2a1d;Fos;Tradd;Ctsf;Hras;Atf4;Capn1;Ddit3;Tuba1c;Birc3;Mcl1;Ctsk;Bcl2l1;Capn2;Traf2;Bcl2;Bcl2l11;Map2k2;Becn1;Prf1;Endog;Nfkb1;Map3k5;Fas;Cycs;Il3ra;Pik3cb;Ctsw;Cflar;Pik3r2;Lmna"
"IL-17 signaling pathway",2.05169608233521,1.3148742049736e-06,2.32036624407107e-05,"Up",68,"Tnf;Csf2;Il17f;Ccl17;Jund;Mapk13;Il17rc;Cebpb;Il1b;Ikbkb;Il4;Nfkbia;Il17re;Hsp90b1;Fos;Il6;Cxcl10;Tradd;Traf5;S100a9;Cxcl2;S100a8;Mmp9;Ikbke;Il5;Il13;Fosb;Traf2"
"Neuroactive ligand-receptor interaction",1.92059186151255,1.30755840888913e-06,2.32036624407107e-05,"Up",116,"P2rx7;Adora3;Grm6;P2rx4;Gpr83;Gria2;F2rl2;Gzma;F2r;Adm;Htr7;Hc;Tspo;Ednrb;Ltb4r1;Adrb1;Calca;Adra2c;Nmur1;P2rx5;C3;C3ar1;Grin2d;Cnr2;Cysltr1;Ptgir;Gnrh1;Ptger2;Mc1r;Ptafr;F2;Vipr2;P2ry1;Glp1r;C5ar1;Hrh1;Leprot;Nmb;Adora2b;Mgmt;Hrh4;Rln3;P2ry6;Gpr35;Chrna9;Lpar1;Ptger4;Gabre;Chrm3;Chrne;Fpr2;S1pr1;Lpar6;Gabbr2;Htr1b;Pard3;Thrb;Ptrh1;S1pr3"
"Fluid shear stress and atherosclerosis",1.90976547560063,1.74979238671766e-06,2.91632064452944e-05,"Up",118,"Actb;Sdc4;Cyba;Bmp4;Tnf;Hmox1;Bmpr1a;Ptk2;Kdr;Il1r1;Mapk13;Prkcz;Il1b;Ikbkb;Gstp2;Sdc2;Itgb3;Sumo1;Il1r2;Mgst2;Hsp90b1;Fos;Src;Sdc1;Txn2;Dusp1;Acvr2a;Prkaa1;Calm1;Mmp9;Icam1;Vcam1;Itgav;Bcl2;Sqstm1;Gsto2;Acvr1;Rac2;Itga2b;Nfkb1;Map3k5;Pik3cb;Pik3r2;Nox1"
"TNF signaling pathway",1.96558332014345,1.86909428336667e-06,2.95120150005264e-05,"Up",97,"Lta;Traf1;Tnf;Csf2;Bcl3;Creb3;Lif;Cx3cl1;Mapk13;Junb;Cebpb;Il1b;Ikbkb;Nfkbia;Mmp14;Fos;Creb5;Il18r1;Il6;Cxcl10;Tradd;Atf4;Jag1;Traf5;Cxcl2;Csf1;Mmp9;Birc3;Icam1;Map2k3;Vcam1;Traf2;Creb3l1;Nfkb1;Map3k5;Fas;Pik3cb;Cflar;Pik3r2;Map3k8"
"Complement and coagulation cascades",2.0924862287915,2.18221708288836e-06,3.27332562433253e-05,"Up",45,"Itgam;C7;Plaur;Pros1;Procr;F2rl2;F2r;Hc;Vwf;Clu;C1qa;Itgb2;C1qc;C3;C3ar1;Cd55;Zp3r;F2;C5ar1;F5;Plau;C2"
"Chemokine signaling pathway",1.85396952617406,2.68540673125038e-06,3.83629533035768e-05,"Up",142,"Arrb2;Ccr7;Ccl6;Ccr4;Ccl22;Ccl9;Cxcl16;Ptk2;Ccl1;Cxcr5;Ccl17;Cx3cl1;Adcy4;Ccr1;Lyn;Cxcr2;Gng2;Cxcl9;Prkcz;Adcy1;Ikbkb;Itk;Rap1b;Nfkbia;Cxcr6;Ccr3;Gnb5;Ptk2b;Src;Cxcl10;Ccr6;Xcr1;Hras;Ccl3;Fgr;Hck;Cxcl2;Arrb1;Gnb1;Ccr2;Ccr9;Rac2;Nfkb1;Gnb2;Ccl25;Nfkbib;Pik3cb;Ccl4;Pik3r2;Jak2;Rap1a;Cdc42;Prex1;Vav1;Gngt2;Adcy7;Ncf1;Pard3;Grk5;Rela;Adcy3;Jak3;Mapk3"
"Huntington disease",1.84093727250083,3.0552910734293e-06,4.16630600922178e-05,"Up",149,"Tgm2;Ndufa1;Gpx1;Dnah7a;Ndufa13;Creb3;Bax;Dnah11;Cox6a1;Cox7a2;Ndufa6;Cox8a;Ndufa10;COX1;Cox6c;Clta;Ap2m1;CYTB;Bbc3;Polr2g;Cox5a;Ndufb7;Cox4i1;Ndufv3;Creb5;Ndufb11;Hip1;Ndufb9;Cox7b;Cox4i2;Pparg;Uqcrq;Uqcrh;Ndufb3;Cox6b1;Ndufa8;Uqcr10;Polr2f;Ap2s1;Ndufa3;Creb3l1;Ndufa5;Ndufb5;Sod1;Cox7a2l;Ndufa2;Slc25a4;Dctn2;Polr2c;Cycs;Ndufs6;Ndufs2;Uqcrfs1;Cyc1;Ndufa7;Ndufb10;Polr2e;Ndufs3;Polr2h;Ndufs4;Casp8;Vdac3;Ndufa11;Sdhb;Cltb;Hdac1;Ndufb8;Polr2l;Uqcr11;Ndufa12;Cox5b;Ndufs7;Uqcrb;Ndufs5;Ndufv2"
"Retrograde endocannabinoid signaling",1.93187441769246,3.59590926281506e-06,4.69031642975877e-05,"Up",100,"Cacna1d;Ndufa1;Dagla;Ndufa13;Gria2;Mgll;Ndufa6;Adcy4;Mapk13;ND6;ND2;ND1;Gng2;ND4;Adcy1;ND5;Ndufa10;Ndufb7;Ndufv3;Gnb5;Ndufb11;Abhd6;Ndufb9;Faah;Cacna1s;Ndufb3;Ndufa8;Gnao1;Daglb;Ndufa3;Gnb1;Ndufa5;Ndufb5;Prkcg;Ndufa2;Gnb2;Ndufs6;Ndufs2;Gabre;Ndufa7;Ndufb10;Cacna1a;Ndufs3;Slc17a7;Ndufs4;Gngt2;Ndufa11;Adcy7;Adcy3;Ndufb8;Mapk3;Ndufa12;Adcy9;Ndufs7;Ndufs5;Ndufv2;Gng5"
"Asthma",2.12780821507588,4.03485858656091e-06,4.931029881716e-05,"Up",18,"H2-Oa;Tnf;Prg2;H2-DMb2;Fcer1a;Ms4a2;Il4;H2-Eb1;H2-Aa;Cd40;H2-Ab1;H2-DMb1;Il5;Il13"
"Thermogenesis",1.77576585442133,4.10919156809667e-06,4.931029881716e-05,"Up",178,"Actb;Ndufa1;Prkag1;Ndufa13;Creb3;Cox6a1;Cox7a2;Mgll;Ndufa6;Adcy4;Cox8a;Mapk13;ND6;Dpf3;ND2;ND1;ND4;Adcy1;ND5;Ndufa10;COX1;Cox6c;CYTB;Cox5a;Ndufb7;Cox4i1;Ndufv3;Creb5;Ndufb11;Hras;Ndufb9;Cox7b;Cox4i2;Lipe;Pparg;Uqcrq;Coa4;Uqcrh;Ndufb3;Cox6b1;Ndufa8;Prkaa1;Uqcr10;Rps6ka1;Cpt2;Acsl5;Map2k3;Ndufa3;Smarca2;Creb3l1;Ndufa5;Ndufb5;Cox7a2l;Ndufa2;Coa3;Map3k5;Ndufs6;Ndufs2;Uqcrfs1;Cyc1;Cox17;Ndufa7;Ndufb10;Npr1;Cox10;Ndufs3;Cox14;Ndufs4;Cox20;Ndufa11;Adcy7;Prkab1;Sdhb;Acsl4;Adcy3;Ndufb8;Uqcr11;Ndufa12;Cox11;Cox5b;Adcy9;Ndufs7;Uqcrb;Ndufs5;Zfp516;Ndufv2"
"Lysosome",1.86573070294326,5.11072278414702e-06,5.89698782786195e-05,"Up",115,"Hexa;Ap3m2;Atp6ap1;Laptm5;Abcb9;Atp6v0a1;Litaf;Cd63;Fuca1;Npc2;Napsa;Smpd1;Ctss;Acp5;Cln3;Ctsz;Ctsd;Clta;Ctsh;Laptm4a;Naga;Glb1;Galns;Man2b1;Ap1s2;Ctsf;Gm2a;Gusb;Slc11a1;Gla;Manba;Asah1;Atp6v0d1;Ctns;Gga1;Ctsk;Dnase2a;Atp6v0d2;Atp6v1h;Aga;Atp6v0b;Lamp1;Ap4s1;Igf2r;Ap4b1;Ctsw;Ctsa;Gnptg"
"Synaptic vesicle cycle",2.06207755723278,5.47983650094846e-06,6.08870722327606e-05,"Up",46,"Cplx2;Stx1a;Atp6v0a1;Slc6a9;Atp6v0e;Slc6a13;Atp6v1b2;Clta;Ap2m1;Atp6v1f;Slc18a2;Stx3;Atp6v1e1;Ap2s1;Atp6v0d1;Atp6v1g1;Atp6v0d2;Atp6v1h;Atp6v1c1;Atp6v0b;Atp6v1g2;Unc13b;Napa;Cacna1a;Dnm2;Slc17a7;Cltb;Stx2;Nsf"
"NOD-like receptor signaling pathway",1.82847667974574,6.5450781851751e-06,7.01258376983046e-05,"Up",140,"Cyba;P2rx7;Nlrp6;Gabarap;Tnf;Casp4;Naip5;Mapk13;Pstpip1;Gabarapl2;Casp12;Il1b;Casp1;Trpv2;Ikbkb;Nfkbia;Naip2;Gsdmd;Naip6;Panx1;Il6;Nlrp12;Myd88;Ifi207;Card6;Irak4;Trpm2;Txn2;Traf5;Cxcl2;Birc3;Ikbke;Txnip;Cybb;Bcl2l1;Sharpin;Oas1g;Traf2;Bcl2;Card9;Sugt1;Oas3;Mefv;Nfkb1;Nfkbib;Ifnar2;Mcu;Atg5;Il18;Nek7;Casp8;Atg16l1;Vdac3;Rela;Antxr2;Mapk3;Mfn2;Nampt;Camp;Rbck1;Ripk1;Tyk2;Ticam1;Fadd;Vdac2;Stat2;Tbk1;Ifnar1;Chuk;Nod2;Tab2;Tlr4;Oas1a;Mapk11"
"Fanconi anemia pathway",-2.17154492742532,7.04870192589092e-06,7.29176061299061e-05,"Down",51,"Poln;Fancm;Brca2;Palb2;Eme1;Rev1;Top3a;Fancd2;Pms2;Rad51c;Usp1;Atr;Eme2;Fanci;Fancb;Blm;Rmi2;Wdr48;Polh;Faap100;Slx1b;Fan1;Brca1;Rev3l;Fanca"
"Inflammatory bowel disease (IBD)",2.02027957191597,8.282957405152e-06,8.282957405152e-05,"Up",53,"Ifngr2;H2-Oa;Tnf;Il12rb1;Il4ra;H2-DMb2;Il17f;Foxp3;Maf;Rora;Il23a;Rorc;Il1b;Ifngr1;Il4;Il23r;H2-Eb1;Il18r1;H2-Aa;Il6;Tlr2;Il2rg;Stat4;H2-Ab1;H2-DMb1;Il22;Il5;Il13"
"Salmonella infection",1.96263359227313,1.04982470721832e-05,0.000101595939408225,"Up",69,"Actb;Arpc3;Ifngr2;Csf2;Arpc5;Pfn1;Mapk13;Arpc4;Il1b;Casp1;Ifngr1;Flnc;Fos;Rab7b;Pfn2;Il6;Myd88;Dync1li1;Ccl3;Rilp;Rhog;Cxcl2;Arpc5l;Tjp1;Flna;Rab7;Nfkb1;Arpc1b;Ccl4;Il18;Cdc42"
"Arachidonic acid metabolism",2.0500962843522,1.41644748453302e-05,0.00013279195167497,"Up",35,"Ggt5;Ggt1;Gpx1;Cyp4f18;Alox5;Alox15;Gpx8;Pla2g2d;Gpx7;Pla2g4f;Gpx3;Ptges;Cbr3;Alox12e;Ptgs1;Hpgds;Tbxas1"
"Antigen processing and presentation",1.94264479659803,1.59141764905971e-05,0.000144674331732701,"Up",67,"Cd8a;H2-Oa;Tnf;H2-Q10;Cd8b1;H2-DMb2;Ifi30;Ctss;H2-Q6;H2-K1;Cd74;H2-M2;H2-Eb1;H2-Aa;H2-M3;H2-Q7;Hspa5;H2-Ab1;Psme2b;H2-D1;Tap1;Ciita;Pdia3;H2-DMb1;Hspa1b;B2m;Hspa1a;H2-Q4;Tapbp;Psme2;H2-T22;H2-Q2;H2-T23;Calr;Psme1;Tap2;Lgmn;H2-Q1;H2-T-ps"
"Human cytomegalovirus infection",1.70161947819344,2.40640309931045e-05,0.000212329685233275,"Up",191,"Cdkn2a;Tnf;H2-Q10;Il10rb;Creb3;Arhgef12;Il10ra;Ptk2;Bax;Il1r1;Cx3cl1;Adcy4;H2-Q6;H2-K1;Mapk13;Ccr1;Cxcr2;Gng2;Adcy1;Il1b;H2-M2;Ikbkb;Nfkbia;Itgb3;Ccr3;Gnb5;Ptk2b;Creb5;Src;Arhgef11;Il6;H2-M3;Ppp3ca;Eif4ebp1;Tradd;Ptger2;Hras;Atf4;Ccl3;H2-Q7;Ccnd1;H2-D1;Traf5;Tap1;Pdia3;Calm1;Gnao1;B2m;Itgav;Traf2;Gnb1;Creb3l1;H2-Q4;Map2k2;Prkcg;Rac2;Tapbp;Nfkb1;Gnb2;Fas;Cycs;Pik3cb;Ccl4;Pik3r2;H2-T22;Ptger4;H2-Q2;H2-T23;Calr;Ppp3cc;Casp8;Gngt2;Adcy7;Tap2;Rela;Adcy3;Mapk3;Nfatc2;H2-Q1;Mdm2;H2-T-ps;Adcy9;Ripk1;Arhgef1;Gng5;Map2k1;Calm2;Cdkn1a;Gnaq;H2-T10;Fadd"
"PI3K-Akt signaling pathway",1.64153389391178,2.51648011544072e-05,0.000215698295609204,"Up",243,"Lama5;Magi1;Itgb5;Spp1;Col4a1;Col4a2;Osm;Chad;Il4ra;Itgb7;Creb3;Ptk2;Kdr;Flt3l;Cd19;F2r;Col6a1;Col6a2;Ccnd3;Tnn;Gng2;Nr4a1;Pgf;Fgf2;Vwf;Sgk1;Itga3;Ikbkb;Il4;Itgb3;Lamc3;Hsp90b1;Igf1;Gnb5;Creb5;Il6;Tlr2;Ywhaq;Eif4ebp1;Il2rg;Hras;Atf4;Flt3;Csf1r;Rxra;Tnc;Ywhaz;Ccnd1;Il2rb;Prkaa1;Csf1;Ddit4;Mcl1;Bcl2l1;Csf3r;Igf2;Rbl2;Lamb1;Itgav;Gnb1;Bcl2;Creb3l1;Lamc2;Kit;Bcl2l11;Map2k2;Fgfr3;Lamc1;Itga2b;Nfkb1;Pik3ap1;Gnb2;Ifnar2;Il3ra;Pik3cb;Lpar1;Ccnd2;Pik3r2;Jak2"
"Staphylococcus aureus infection",2.02154401957881,2.62392376022275e-05,0.000218660313351896,"Up",33,"Itgam;H2-Oa;H2-DMb2;Hc;C1qa;Itgb2;H2-Eb1;C1qc;C3;C3ar1;H2-Aa;Ptafr;H2-Ab1;C5ar1;H2-DMb1;Icam1;C2;Krt10;Selplg"
"Lysine degradation",-2.0798740408525,3.14936388659615e-05,0.000255353828642931,"Down",53,"Kmt2a;Setd1b;Dhtkd1;Dot1l;Aldh1b1;Setdb1;Ehmt1;Suv39h2;Suv39h1;Aldh2;Nsd1;Nsd2;Kmt2b;Kmt2d;Ash1l;Kmt2e;Setd7;Kmt5a;Kmt2c;Setd2"
"Endocytosis",1.65168177828482,3.37760958378371e-05,0.000266653388193451,"Up",226,"Arrb2;Arpc3;Amph;H2-Q10;Dab2;Chmp1a;Arpc5;Cyth4;Izumo1r;Chmp4b;H2-Q6;H2-K1;Cxcr2;Vps28;Vps37b;Washc3;Arpc4;Prkcz;H2-M2;Clta;Ap2m1;Rab11fip1;Ldlrap1;Src;Vps25;Psd2;Pld1;H2-M3;Arap3;Agap1;Il2rg;Arf5;Hras;Rab11a;Psd4;Snf8;H2-Q7;Chmp5;H2-D1;Il2rb;Ap2s1;Arpc5l;Arrb1;Ehd1;Chmp2a;Tgfbr2;Vps37a;Hspa1b;Chmp1b;Bin1;Hspa1a;Arfgap3;H2-Q4;Kif5c;Agap2;Ehd2;Tfrc;Ubb;Fgfr3;Rab7;Igf2r;Mvb12a;Rufy1;Tsg101;Arpc1b;H2-T22;Pld2;H2-Q2;Ist1;Vps4a;Cdc42;Cyth1;H2-T23;Asap2;Dnm2;Rab4a;Rab8a;Snx12;Capzb;Cyth2;Arpc2;Washc1;Pard3;Rab5c;Grk5;Cltb;Capza2;Chmp3;Acap3;H2-Q1;Mdm2;H2-T-ps;Arf6;Smurf2;Epn1;Capza1;Vps29;Acap1;Hspa8;Pip5k1b;Wipf1;Arfgap1;Arap1;H2-T10;Pdcd6ip;Pard6a;Smap1"
