"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","pathway_id","pathway_name","analysis"
"hsa05133 Pertussis",0.104291759016724,0.283192237945411,0.027618233754588,0.353787054111353,1.29583025215842,45,"FOS;IRF1;RELA;MAPK9;ITGB1;CASP1;CALM1;CFL1;NFKB1;MYD88;ITGB2;MAPK3;IL1B;CALM3;GNAI2","hsa05133","Pertussis","historical_rank_high_precision"
"hsa05134 Legionellosis",0.789777974063516,0.863131965462604,0.00801153751675842,0.226515130063651,0.808465549110618,40,"RELA;HSPD1;CASP1;NFKB2;HSF1;NFKB1;MYD88;BCL2L13;ITGB2","hsa05134","Legionellosis","historical_rank_high_precision"
"hsa05135 Yersinia infection",0.0526896664486593,0.208346407985885,0.0396700842867451,0.300420497500833,1.31115288647869,112,"FOS;RELA;NFATC3;ACTB;LCP2;ACTG1;MAPK9;ITGB1;CASP1;MAP2K3;PIK3R3;NFATC2;PXN;ARPC2;NFKB1;AKT1;ARF6;IKBKG;ACTR3C;ACTR3B;MYD88;RHOG;ACTR3;ROCK1;MAPK3;ARPC5L;MAP2K1;MAP3K7;RPS6KA3;IL1B;RAC1","hsa05135","Yersinia infection","historical_rank_high_precision"
"hsa05140 Leishmaniasis",0.0735039290751562,0.243822126469162,0.0331630413376545,0.369298023424107,1.35264291119213,45,"FOS;TGFB1;RELA;IFNGR2;IL4;PTPN6;MARCKSL1;ITGB1;ELK1;CYBA;NFKB1;MYD88;ITGB2;MAPK3;MAP3K7;IL1B;NCF1;EEF1A1;MAPK1","hsa05140","Leishmaniasis","historical_rank_high_precision"
"hsa05142 Chagas disease",0.0188832487309645,0.119031907179115,0.0666277103147819,0.373654560478406,1.4852119663946,67,"FOS;TGFB1;CALR;RELA;CD247;IFNGR2;MAPK9;TGFBR1;PIK3R3;CCL5;NFKB1;AKT1;GNAS;IKBKG;MYD88;MAPK3;CD3D;IL1B;GNAI2;PIK3CB;GNA15;MAPK1;TLR9","hsa05142","Chagas disease","historical_rank_high_precision"
"hsa05143 African trypanosomiasis",0.747759334431896,0.842343568978008,0.0083813798585478,-0.280960874032941,-0.795372895491759,16,"TNF;APOA1;PLCB1","hsa05143","African trypanosomiasis","historical_rank_high_precision"
"hsa05144 Malaria",0.204218372120684,0.411937630620579,0.0190389894188991,0.417174521900844,1.22403464557925,18,"KLRB1;TGFB1;GYPC;MYD88;CD81;ITGB2","hsa05144","Malaria","historical_rank_high_precision"
"hsa05145 Toxoplasmosis",0.213270328804883,0.422946213865863,0.0185123891075889,-0.287123510712376,-1.14947094059022,72,"ALOX5;TNF;PIK3R5;BIRC3;HLA-DRB5;AKT3;HLA-DMA;HSPA1A;CASP8;HLA-DRA;LDLR;LY96;SOCS1","hsa05145","Toxoplasmosis","historical_rank_high_precision"
"hsa05146 Amoebiasis",0.152396641086424,0.35847407543055,0.022520765839261,0.345927572601509,1.24188941819271,41,"CTSG;TGFB1;RELA;PRKCA;PIK3R3;PRDX1;NFKB1;GNAS;ACTN4;ITGB2;RAB7A;IL1B;PIK3CB;GNA15","hsa05146","Amoebiasis","historical_rank_high_precision"
"hsa05150 Staphylococcus aureus infection",0.0475179294042229,0.202094326261334,0.0414012277046758,-0.585178249378815,-1.52901069571242,12,"HLA-DRB5;CFH;HLA-DMA;HLA-DRA;ITGAL","hsa05150","Staphylococcus aureus infection","historical_rank_high_precision"
"hsa05152 Tuberculosis",0.106400392862989,0.284540444550266,0.027550926208634,0.28673300871981,1.231305262866,102,"MALT1;TGFB1;RELA;IFNGR2;HSPD1;MAPK9;MRC2;BID;CALM1;PPP3R1;BAX;LAMP1;NFKB1;AKT1;HSPA9;MYD88;ITGB2;PLK3;MAPK3;RAB7A;ATP6V0A4;ATP6V0D1;ATP6V0C;IL1B;CALM3;NFYB","hsa05152","Tuberculosis","historical_rank_high_precision"
"hsa05160 Hepatitis C",0.167707695448051,0.377075264287655,0.0215661093132591,0.271195208140803,1.16893090214089,104,"MYC;RELA;STAT3;YWHAB;TRAF3;CDK4;BID;BAX;RIPK1;PIK3R3;YWHAZ;E2F1;GRB2;NFKB1;AKT1;IKBKG;OAS3;CD81;YWHAQ;NRAS;E2F3;MAPK3","hsa05160","Hepatitis C","historical_rank_high_precision"
"hsa05161 Hepatitis B",0.000397468887356928,0.0093537678157997,0.223389206037189,0.382664990679783,1.69686273968622,124,"MYC;FOS;STAT5A;TGFB1;RELA;STAT3;NFATC3;YWHAB;MAPK9;TRAF3;PCNA;BID;MAP2K3;PRKCA;TGFBR1;BAX;JAK3;PIK3R3;DDX3X;YWHAZ;NFATC2;ELK1;E2F1;GRB2;NFKB1;ATF4;AKT1;DDB2;IKBKG;CREB3L3;MYD88;YWHAQ;NRAS;E2F3;MAPK3;MAP2K1;MAP3K7","hsa05161","Hepatitis B","historical_rank_high_precision"
"hsa05162 Measles",0.0830438514038171,0.252849594771929,0.0313515689821784,0.294711685113103,1.26374607478067,101,"FOS;STAT5A;RELA;STAT3;MAPK9;TRAF3;CDK4;BID;BAX;JAK3;PIK3R3;NFKB1;IL2RA;AKT1;IKBKG;OAS3;MYD88;MSN;CD3D;MAP3K7;CSNK2A2;IL1B;EIF3H;BBC3;PIK3CB;EIF2S1;IRF7;CSNK2A1;IL2RB;TLR9;RCHY1;MX1;STAT1;EIF2AK2;BCL2;NFKBIB;CD28;JAK1;BAK1;IRF9;CDK2;PIK3R2","hsa05162","Measles","historical_rank_high_precision"
"hsa05163 Human cytomegalovirus infection",0.00258780036968577,0.0351343665576568,0.182372054755577,0.336620214041187,1.53759729576499,152,"MYC;CALR;RELA;STAT3;NFATC3;GNG4;CDK4;BID;PRKCA;CALM1;TAP1;PPP3R1;BAX;RIPK1;PIK3R3;HLA-C;MDM2;TAP2;HLA-E;NFATC2;TAPBP;ELK1;B2M;CCL5;PXN;E2F1;GRB2;GNB1;HLA-B;GNG5;NFKB1;RPS6KB1;ATF4;AKT1;GNAS;IKBKG;CREB3L3;HLA-A;NRAS;ADCY7;E2F3;ROCK1;GNA13;MAPK3;MAP2K1;PDIA3;IL1B;RAC1;CALM3;GNG2;GNAI2;GNG10;PIK3CB","hsa05163","Human cytomegalovirus infection","historical_rank_high_precision"
"hsa05164 Influenza A",0.0424013778397441,0.194355948957094,0.0444103152720531,0.304832560834186,1.33308560053511,114,"RELA;IFNGR2;ACTB;ACTG1;TRAF3;CDK4;BID;CASP1;PRKCA;NXT1;VDAC1;BAX;SLC25A5;PIK3R3;TNFSF10;CCL5;NFKB1;AKT1;DNAJB1;IKBKG;OAS3;MYD88;KPNA1;MAPK3;MAP2K1;SLC25A6;IL1B;SOCS3;PIK3CB;TRIM25;MAPK1;EIF2S1;IRF7;RAE1;MX1;STAT1;EIF2AK2;DNAJC3;PRSS3","hsa05164","Influenza A","historical_rank_high_precision"
"hsa05165 Human papillomavirus infection",0.76890115776029,0.85128956894631,0.00836096986008394,0.188565113548492,0.88874835914179,190,"ITGB7;IRF1;RELA;PKM;TRAF3;BCAP31;CDK4;MAML3;ITGB1;BAX;PIK3R3;HLA-C;OASL;MDM2;HLA-E;PXN;E2F1;GRB2;PATJ;HLA-B;NFKB1;RPS6KB1;HDAC2;AKT1;GNAS;FOXO1;COL6A2;IKBKG;CREB3L3;HLA-A;NRAS;DLG3;MAPK3;MAP2K1;ATP6V0A4;ATP6V0D1;HDAC1;ATP6V0C;PPP2R5C;AXIN1;RBL1;ATP6V1A","hsa05165","Human papillomavirus infection","historical_rank_high_precision"
"hsa05166 Human T-cell leukemia virus 1 infection",0.000483022375757353,0.0100298175671968,0.223389206037189,0.347584014323411,1.61793238281026,174,"MYC;FOS;STAT5A;TGFB1;CALR;RANBP1;RELA;NFATC3;ANAPC13;MAPK9;CDK4;TGFBR1;VDAC1;PPP3R1;BAX;JAK3;CRTC3;SLC25A5;PIK3R3;NFKB2;HLA-C;HLA-E;NFATC2;ELK1;B2M;E2F1;RELB;HLA-B;RANBP3;NFKB1;IL2RA;ATF4;AKT1;CDC26;IKBKG;CREB3L3;HLA-A;ZFP36;ITGB2;NRAS;ADCY7;ANAPC11;E2F3;TNFRSF13C;EGR1;MAPK3;CD3D;RAN;MAP2K1;ETS1;SLC25A6;VDAC2;ETS2","hsa05166","Human T-cell leukemia virus 1 infection","historical_rank_high_precision"
"hsa05167 Kaposi sarcoma-associated herpesvirus infection",0.031251278275453,0.164652257182611,0.051811790989958,0.297241767207425,1.3423386869426,140,"MYC;FOS;RELA;STAT3;NFATC3;MAPK9;TRAF3;GNG4;CDK4;BID;CALM1;PPP3R1;BAX;PIK3R3;HLA-C;HLA-E;NFATC2;E2F1;GNB1;HLA-B;GNG5;NFKB1;AKT1;IKBKG;HLA-A;ZFP36;NRAS;E2F3;BECN1;MAPK3;MAP2K1;UBA52;RAC1;UBC;CALM3;GNG2;GNG10;PIK3CB;CLEC2B;MAPK1;ITPR3;IRF7","hsa05167","Kaposi sarcoma-associated herpesvirus infection","historical_rank_high_precision"
"hsa05168 Herpes simplex virus 1 infection",0.131114740710494,0.32825179766528,0.0246307450501883,0.265054400541272,1.18786445835994,133,"CALR;RELA;ALYREF;IFNGR2;SRSF6;TRAF3;BID;PPP1CC;TAP1;SRSF7;BAX;PIK3R3;HLA-C;TAP2;HLA-E;TAPBP;B2M;CCL5;SRSF2;SRPK1;SRSF3;HLA-B;NFKB1;AKT1;IKBKG;HLA-A;OAS3;MYD88","hsa05168","Herpes simplex virus 1 infection","historical_rank_high_precision"
"hsa05169 Epstein-Barr virus infection",0.000173919830211133,0.00613937000645299,0.232510857427675,0.370966953698722,1.70466272853195,158,"RUNX3;MYC;GADD45B;CD58;CALR;RELA;CD247;STAT3;ADRM1;MAPK9;TRAF3;CD44;CDK4;BID;MAP2K3;SIN3A;TAP1;BAX;JAK3;RIPK1;PIK3R3;NFKB2;HLA-C;MDM2;TAP2;HLA-E;TAPBP;B2M;PSMC5;E2F1;RELB;HLA-B;NFKB1;HDAC2;AKT1;DDB2;IKBKG;VIM;PSMD8;HLA-A;OAS3;MYD88","hsa05169","Epstein-Barr virus infection","historical_rank_high_precision"
"hsa05170 Human immunodeficiency virus 1 infection",0.00435568704799474,0.0530192251014532,0.140309804592584,0.326422544546594,1.50236690936519,160,"FOS;CALR;RELA;CD247;NFATC3;MAPK9;GNG4;BID;MAP2K3;PRKCA;CALM1;FBXW11;TAP1;PPP3R1;BAX;RIPK1;PIK3R3;SAMHD1;HLA-C;TAP2;HLA-E;NFATC2;TAPBP;CFL1;B2M;PXN;CUL1;GNB1;HLA-B;GNG5;NFKB1;RPS6KB1;AKT1;IKBKG;HLA-A;MYD88;NRAS;MAPK3;SKP1;CD3D;CUL4A;MAP2K1;MAP3K7;ELOC;PDIA3;TNFRSF1B;RAC1;CALM3;GNG2;GNAI2;GNG10;PIK3CB","hsa05170","Human immunodeficiency virus 1 infection","historical_rank_high_precision"
"hsa05171 Coronavirus disease",4.7969773790878e-05,0.00211666626852249,0.24975672506943,0.388509788194351,1.77257066970993,151,"FOS;RELA;STAT3;RPL39L;MAPK9;TRAF3;CASP1;PRKCA;PIK3R3;RPL26L1;NFKB1;IKBKG;RPL30;OAS3;MYD88;RPS16;RPL8;RPLP1;RPL23A;MAPK3;MAP3K7;RPS6;RPLP2;UBA52;IL1B;RPS13;RPL4;RPL7;RPS7;PIK3CB;RPL21;RPS17;RPL37;MAPK1;RPL18A;RPLP0;RPS27A;RPS28;RPL38;RPS27L;RPS20;RPS15A;RPL19;RPS25;MX1;STAT1;EIF2AK2;RPL27A;RPS27;RPS21;RPS24;RPL14;RPL36;RPS4X;NFKBIB;RPS3A;RPL23;JAK1;RPS29;RPL5;RPL3;IRF9;RPS3;RPS19;RPL13A;RPS2;RPL22;PIK3R2;RPL35;RPL27;IRAK1;RSL24D1;RPL39;RPL11;RPL36A;RPS14;RPL35A;RPL9;RPL24;RPS12;RPL37A;RPL18;PIK3R1;RPL15;PIK3CD;RPL10A;RPS23;RPL32;RPL17;RPL12;CGAS;PRKCB;RPS4Y1","hsa05171","Coronavirus disease","historical_rank_high_precision"
"hsa05200 Pathways in cancer",0.017771673533941,0.116174088101503,0.0695592240113595,0.263056074508725,1.30217067356096,288,"MYC;GADD45B;FOS;STAT5A;TGFB1;IL4R;RARA;RELA;PIM1;FH;IFNGR2;RALA;STAT3;BRCA2;MAPK9;IL4;TRAF3;GNG4;RASGRP1;TPM3;CDK4;ITGB1;BID;PRKCA;TGFBR1;CALM1;FLT3LG;BAX;JAK3;RPS6KA5;PIK3R3;NFKB2;HSP90B1;MDM2;KEAP1;TRAF4;ELK1;CUL1;E2F1;GRB2;GNB1;FGF9;GNG5;NFKB1;IL2RA;RPS6KB1;HDAC2;AKT1;DDB2;GNAS;FOXO1;EGLN2;IKBKG;NCOA4;NRAS;ADCY7;E2F3;RASSF5;ROCK1;GNA13;MAPK3;SKP1;MAP2K1;FRAT2;ETS1;ELOC;HDAC1;KIF7;AXIN1;RAC1;EML4;CALM3;GNG2;BBC3;SKP2;GNAI2;ZBTB16;GNG10;PIK3CB;PDGFA;NOTCH1;MAPK1;GSTO1;HSP90AB1;IL2RB;APPL1;VHL","hsa05200","Pathways in cancer","historical_rank_high_precision"
"hsa05202 Transcriptional misregulation in cancer",0.00671305771592305,0.0687764077910549,0.11264288199433,0.349163704427681,1.5140032680716,108,"MYC;GADD45B;PER2;ITGB7;ID2;PLAU;RARA;RELA;TLX3;MAF;DUSP6;PROM1;FLT1;TSPAN7;TFE3;SIN3A;ETV5;BAX;MDM2;REL;NFKB1;HDAC2;ATF1;DDB2;FOXO1","hsa05202","Transcriptional misregulation in cancer","historical_rank_high_precision"
"hsa05203 Viral carcinogenesis",0.0355624591236102,0.179336401009063,0.0484987281533831,0.293181640129175,1.32669633022448,142,"STAT5A;RANBP1;RELA;STAT3;PKM;YWHAB;TRAF3;CDK4;BAX;JAK3;PIK3R3;NFKB2;HLA-C;MDM2;DDX3X;YWHAZ;HLA-E;GTF2H3;RASA2;PXN;GRB2;REL;HLA-B;NFKB1;ATF4;HDAC2;IKBKG;CREB3L3;HLA-A;ACTN4;YWHAQ;NRAS;MAPK3;ATP6V0D1;HDAC1;HDAC3;HDAC9;RAC1;RBL1","hsa05203","Viral carcinogenesis","historical_rank_high_precision"
"hsa05204 Chemical carcinogenesis - DNA adducts",0.83491002777666,0.889256850923669,0.00766359960467899,-0.286125396189262,-0.708192556208927,10,"GSTM2;MGST2","hsa05204","Chemical carcinogenesis - DNA adducts","historical_rank_high_precision"
"hsa05205 Proteoglycans in cancer",0.0097618755871421,0.0783168655059355,0.0931948186228865,0.342872323165735,1.48275453077453,106,"MYC;TGFB1;PLAU;CD63;STAT3;ACTB;ACTG1;PTPN6;CD44;ITGB1;PRKCA;PPP1CC;PIK3R3;MDM2;ELK1;PXN;GRB2;RPS6KB1;AKT1;RRAS2;NRAS;MSN;ROCK1;MAPK3;TFAP4;MAP2K1;RPS6;RAC1;PDCD4;FLNA;PIK3CB;PPP1CB;DDX5;TIAM1;MAPK1;ITPR3;PTPN11;EZR;NUDT16L1","hsa05205","Proteoglycans in cancer","historical_rank_high_precision"
"hsa05206 MicroRNAs in cancer",0.231498159605294,0.436999199682721,0.0176199082261424,-0.258761449122609,-1.11877594083045,112,"SPRY2;BMF;CCND2;PRKCE;MARCKS;CDKN1B;FSCN1;MDM4;DDIT4;FOXP1;CRK;PLCG2;MAPK7;BMPR2","hsa05206","MicroRNAs in cancer","historical_rank_high_precision"
"hsa05207 Chemical carcinogenesis - receptor activation",0.00804681784930505,0.0702688199961919,0.10245451498665,0.359851306642606,1.51936877702836,92,"MYC;FOS;STAT5A;RELA;STAT3;CDC6;PRKCA;PIK3R3;HSP90B1;KPNB1;E2F1;GRB2;FGF9;NFKB1;RPS6KB1;ATF4;AKT1;GNAS;ARRB1;EPHX2;CREB3L3;NRAS;KPNA1;ADCY7;MAPK3;KPNA4;MAP2K1;PTGES3;RPS6KA3;GNAI2;CHRNA9;PIK3CB;MAPK1;GSTO1;HSP90AB1","hsa05207","Chemical carcinogenesis - receptor activation","historical_rank_high_precision"
"hsa05208 Chemical carcinogenesis - reactive oxygen species",8.98794051924517e-06,0.00132721187060578,0.2658863377706,0.401549561118539,1.84015394030452,155,"FOS;RELA;COX5A;NDUFC2;ATP5F1B;UQCRHL;MAPK9;NDUFA6;AKR1C1;SOD2;NDUFAB1;NDUFA9;NDUFA12;VDAC1;CYC1;SLC25A5;PIK3R3;UQCRH;KEAP1;PRKD2;GRB2;CYBA;NFKB1;AKT1;COX6A1;IKBKG;COX7A2L;COX8A;EPHX2;COX6C;NDUFV2;NRAS;ATP5PF;COX4I1;MAPK3;MAP2K1;SLC25A6;VDAC2;ATP5MC1;NDUFB7;RAC1;NDUFB6;ACP1;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;PIK3CB;NCF1;NDUFS3;PPIF;COX7B;MAPK1;GSTO1;PTPN11;SDHB;ATP5F1E;NDUFB2;NDUFS8;SOD1;UQCR11;ARAF;ATP5PB;NDUFA8;NDUFB11","hsa05208","Chemical carcinogenesis - reactive oxygen species","historical_rank_high_precision"
"hsa05210 Colorectal cancer",0.00738666341978165,0.0702688199961919,0.106892196717551,0.387174054240842,1.56915352276879,74,"MYC;GADD45B;FOS;TGFB1;RALA;MAPK9;TGFBR1;BAX;PIK3R3;GRB2;RPS6KB1;AKT1;DDB2;NRAS;MAPK3;MAP2K1;AXIN1;RAC1;BBC3;PIK3CB;MAPK1;APPL1;BCL2;ARAF;TCF7L2;BRAF;BAK1;PIK3R2;RPS6KB2;AKT2;KRAS;BIRC5;SMAD2;PIK3R1;SOS2;PIK3CD;MSH6","hsa05210","Colorectal cancer","historical_rank_high_precision"
"hsa05211 Renal cell carcinoma",0.0429730056893839,0.194355948957094,0.0437450331390397,0.365973032875457,1.40999970290444,57,"TGFB1;FH;RAPGEF1;TFE3;PIK3R3;RAP1A;GRB2;AKT1;EGLN2;NRAS;MAPK3;PRCC;RAP1B;MAP2K1;ETS1;ELOC;RAC1;PIK3CB;MAPK1;PTPN11;VHL;RBX1;PAK2;ARAF;CDC42;ELOB;BRAF;PIK3R2;AKT2;KRAS;VEGFA;PIK3R1;SOS2;PIK3CD","hsa05211","Renal cell carcinoma","historical_rank_high_precision"
"hsa05212 Pancreatic cancer",0.000851566910934937,0.0143144342647635,0.213878881440171,0.447370742052301,1.77402538525001,66,"GADD45B;TGFB1;RELA;RALA;STAT3;BRCA2;MAPK9;CDK4;TGFBR1;BAX;PIK3R3;E2F1;NFKB1;RPS6KB1;AKT1;DDB2;IKBKG;E2F3;MAPK3;MAP2K1;RAC1;PIK3CB;MAPK1;STAT1;ARAF;CDC42;RALBP1;JAK1;BRAF;BAK1;PIK3R2;RPS6KB2;AKT2;KRAS;RB1;ARHGEF6;VEGFA;SMAD2;PIK3R1;PIK3CD","hsa05212","Pancreatic cancer","historical_rank_high_precision"
"hsa05213 Endometrial cancer",0.28102336825141,0.484729667129905,0.016024936306735,0.298745961820373,1.10951015519069,48,"MYC;GADD45B;BAX;PIK3R3;ELK1;GRB2;AKT1;DDB2;NRAS;MAPK3;MAP2K1;AXIN1","hsa05213","Endometrial cancer","historical_rank_high_precision"
"hsa05214 Glioma",0.0881140917905624,0.263595545780242,0.0302144088575434,0.340717861624726,1.30790610409718,56,"GADD45B;CDK4;PRKCA;CALM1;BAX;PIK3R3;MDM2;E2F1;GRB2;AKT1;DDB2;NRAS;E2F3;MAPK3;MAP2K1;CALM3;PIK3CB;PDGFA;MAPK1","hsa05214","Glioma","historical_rank_high_precision"
"hsa05215 Prostate cancer",0.242410696143374,0.443293490594062,0.0175309025177161,0.27946774683731,1.12695324184627,72,"PLAU;RELA;SLC19A1;ETV5;PIK3R3;HSP90B1;MDM2;E2F1;GRB2;NFKB1;ATF4;AKT1;FOXO1;IKBKG;CREB3L3;NRAS;E2F3;MAPK3;MAP2K1","hsa05215","Prostate cancer","historical_rank_high_precision"
"hsa05216 Thyroid cancer",0.0204727564102564,0.122489542590178,0.0635255083175248,0.478573432289448,1.58703432174619,29,"MYC;GADD45B;TPM3;BAX;DDB2;NCOA4;NRAS;MAPK3;MAP2K1","hsa05216","Thyroid cancer","historical_rank_high_precision"
"hsa05217 Basal cell carcinoma",0.836354885287983,0.889256850923669,0.00762834882792444,-0.23652827179502,-0.752198098091202,25,"DVL2;GLI3;POLK;SUFU;GSK3B;HHIP;TP53","hsa05217","Basal cell carcinoma","historical_rank_high_precision"
"hsa05218 Melanoma",0.0445972574094181,0.194355948957094,0.0428487742753983,0.397498322459308,1.43489467866703,42,"GADD45B;CDK4;BAX;PIK3R3;MDM2;E2F1;FGF9;AKT1;DDB2;NRAS;E2F3;MAPK3;MAP2K1;PIK3CB;PDGFA;MAPK1","hsa05218","Melanoma","historical_rank_high_precision"
"hsa05219 Bladder cancer",0.0229940119760479,0.128839463929284,0.0597912984830768,0.478361908331352,1.5732029220375,28,"MYC;CDK4;RPS6KA5;MDM2;E2F1;NRAS;E2F3;MAPK3;MAP2K1;MAPK1;ARAF;DAPK3;BRAF;KRAS;RB1;VEGFA","hsa05219","Bladder cancer","historical_rank_high_precision"
"hsa05220 Chronic myeloid leukemia",0.00304383116883117,0.0397952741702742,0.16702033488813,0.416430448065204,1.6650525333609,69,"MYC;GADD45B;STAT5A;TGFB1;RELA;CDK4;TGFBR1;BAX;PIK3R3;MDM2;E2F1;GRB2;NFKB1;HDAC2;AKT1;DDB2;IKBKG;NRAS;E2F3;MAPK3;MAP2K1;HDAC1","hsa05220","Chronic myeloid leukemia","historical_rank_high_precision"
"hsa05221 Acute myeloid leukemia",0.00621092962290784,0.0664381259662566,0.116265782256748,0.424079427295355,1.62242396547809,55,"MYC;STAT5A;PER2;RARA;RELA;PIM1;STAT3;DUSP6;PIK3R3;GRB2;NFKB1;RPS6KB1;AKT1;IKBKG;NRAS;MAPK3;MAP2K1","hsa05221","Acute myeloid leukemia","historical_rank_high_precision"
"hsa05222 Small cell lung cancer",0.0671532846715329,0.233369085615691,0.0348657127857,0.344691460715126,1.34077784079859,60,"MYC;GADD45B;RELA;TRAF3;CDK4;ITGB1;BAX;PIK3R3;TRAF4;E2F1;NFKB1;AKT1;DDB2;IKBKG","hsa05222","Small cell lung cancer","historical_rank_high_precision"
"hsa05223 Non-small cell lung cancer",0.00681919057418392,0.0687764077910549,0.110953481010223,0.418622653345777,1.6128451110426,57,"GADD45B;STAT5A;STAT3;CDK4;PRKCA;BAX;JAK3;PIK3R3;E2F1;GRB2;AKT1;DDB2;NRAS;E2F3;RASSF5;MAPK3;MAP2K1;KIF5B;EML4","hsa05223","Non-small cell lung cancer","historical_rank_high_precision"
"hsa05224 Breast cancer",0.0650805895010353,0.23044003868472,0.0354570048325943,0.326101651602169,1.32453699951618,75,"MYC;GADD45B;FOS;BRCA2;CDK4;BAX;PIK3R3;NFKB2;E2F1;GRB2;FGF9;RPS6KB1;AKT1;DDB2;NRAS;E2F3;MAPK3;MAP2K1;FRAT2","hsa05224","Breast cancer","historical_rank_high_precision"
"hsa05225 Hepatocellular carcinoma",0.00587875076546234,0.0648499693815064,0.120260666045237,0.354497993880261,1.52799034553163,104,"MYC;GADD45B;TGFB1;DPF3;ACTB;ACTG1;CDK4;PRKCA;TGFBR1;BAX;PIK3R3;KEAP1;ELK1;E2F1;GRB2;RPS6KB1;SMARCC1;AKT1;DDB2;SMARCD3;ACTL6A;SMARCD2;NRAS;E2F3;MAPK3;MAP2K1;FRAT2","hsa05225","Hepatocellular carcinoma","historical_rank_high_precision"
"hsa05226 Gastric cancer",0.328377557220984,0.524506411561164,0.0146682585793728,0.264294156840855,1.06900211787235,73,"MYC;GADD45B;TGFB1;TGFBR1;BAX;PIK3R3;E2F1;GRB2;FGF9;RPS6KB1;AKT1;DDB2;NRAS;E2F3;MAPK3;MAP2K1;FRAT2","hsa05226","Gastric cancer","historical_rank_high_precision"
"hsa05230 Central carbon metabolism in cancer",0.0489524576954069,0.20329667725269,0.0408917972593784,0.378648750544618,1.40626046096021,48,"MYC;LDHA;SLC1A5;PGAM1;SCO2;PKM;HK1;PIK3R3;PFKP;AKT1;SIRT6;LDHB;NRAS;PDHA1;MAPK3;MAP2K1;SLC7A5;PIK3CB;MAPK1;TIGAR","hsa05230","Central carbon metabolism in cancer","historical_rank_high_precision"
"hsa05231 Choline metabolism in cancer",0.0893401015228426,0.265017275945911,0.0300776477842605,0.324762699359299,1.29087531197125,67,"FOS;SLC44A1;MAPK9;CHKA;PRKCA;CHPT1;PIK3R3;DGKD;GRB2;SLC44A3;RPS6KB1;AKT1;SLC44A2;NRAS;MAPK3;LYPLA1;DGKQ;MAP2K1;RAC1;GPCPD1;PIK3CB;PDGFA;MAPK1","hsa05231","Choline metabolism in cancer","historical_rank_high_precision"
"hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer",0.000561862145479611,0.0110187409641279,0.213878881440171,0.438061382957623,1.77539159643516,74,"FOS;RELA;CD247;IFNGR2;STAT3;NFATC3;PTPN6;RASGRP1;MAP2K3;PPP3R1;PIK3R3;NFATC2;NFKB1;RPS6KB1;AKT1;IKBKG;MYD88;NRAS;MAPK3;CD3D;MAP2K1;CSNK2A2;EML4;MAP3K3;PIK3CB;LAT;MAPK1;CSNK2A1;PTPN11;TLR9;BATF;PPP3CC;STAT1;NFATC1;NFKBIB;CD28;JAK1","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","historical_rank_high_precision"
"hsa05310 Asthma",0.0623565878990379,0.230077163844261,0.036090060240006,-0.602063299201374,-1.49017442191314,10,"TNF;HLA-DRB5;HLA-DMA;HLA-DRA","hsa05310","Asthma","historical_rank_high_precision"
"hsa05320 Autoimmune thyroid disease",0.575527664554663,0.741464472948161,0.0102140331444973,-0.315044315928032,-0.919574570881614,18,"TSHR;HLA-DRB5;HLA-DMA;HLA-DRA","hsa05320","Autoimmune thyroid disease","historical_rank_high_precision"
"hsa05321 Inflammatory bowel disease",0.0488185822987585,0.20329667725269,0.040822950183322,0.422542370666294,1.44415208909228,33,"TGFB1;IL4R;RELA;IFNGR2;GATA3;STAT3;MAF;IL4;IL21R","hsa05321","Inflammatory bowel disease","historical_rank_high_precision"
"hsa05322 Systemic lupus erythematosus",0.667914201778744,0.783301372850154,0.00915331372014161,-0.289003144145445,-0.856573901704701,19,"TNF;HLA-DRB5;HLA-DMA;HLA-DRA","hsa05322","Systemic lupus erythematosus","historical_rank_high_precision"
"hsa05323 Rheumatoid arthritis",0.366592551417454,0.55778952866535,0.0135577434021163,-0.29034580687305,-1.05378517665161,44,"TNF;ATP6V1E2;CXCL2;HLA-DRB5;HLA-DMA;ATP6V1C1;CXCL3;HLA-DRA;ITGAL;CXCL8","hsa05323","Rheumatoid arthritis","historical_rank_high_precision"
"hsa05330 Allograft rejection",0.449251382218814,0.649941548865744,0.0120562488499747,-0.344146054565382,-1.00451887067169,18,"TNF;HLA-DRB5;HLA-DMA;HLA-DRA","hsa05330","Allograft rejection","historical_rank_high_precision"
"hsa05332 Graft-versus-host disease",0.535146493279943,0.702429739064423,0.0106102343498104,0.320808325692821,0.941285923812048,18,"KIR3DL2;HLA-C;HLA-E;HLA-B;HLA-A","hsa05332","Graft-versus-host disease","historical_rank_high_precision"
"hsa05340 Primary immunodeficiency",0.559434113497916,0.728709380312784,0.0103674614915573,-0.285360529944259,-0.932920514785301,28,"RAG2;CD4;RAG1;IL7R;CD8A;RFX5","hsa05340","Primary immunodeficiency","historical_rank_high_precision"
