"analysis_population","compartment","gene_set_source","gene_set_id","pathway_name","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2000107","negative regulation of leukocyte apoptotic process","GO:2000107 negative regulation of leukocyte apoptotic process",51,"ADA;ARG2;AURKB;AXL;BCL10;BCL11B;BCL2;BCL2L1;BCL3;BCL6;BMP4;CCL5;CCR5;CCR7;CD27;CD74;CXCL12;DOCK8;EFNA1;FADD;FOXP1;GAS6;GPAM;HCLS1;HIF1A;IDO1;IL2;IL7R;IRF7;IRS2;ITPKB;JAK3;KIFAP3;LILRB1;MERTK;MIF;MIR17HG;NOC2L;NOD2;ORMDL3;PDCD1;PRKCQ;PTCRA;RAG1;RORC;SELENOS;SLC39A10;SLC46A2;ST3GAL1;ST6GAL1;TSC22D3",39,51,TRUE,"",0.21011673151751,0.564873657407074,0.131457611642763,-0.336032858547943,-1.18128333662744,39,"TSC22D3;RORC;FOXP1;RAG1;SLC39A10;BCL6;KIFAP3;IL7R;DOCK8;PRKCQ","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0001783","B cell apoptotic process","GO:0001783 B cell apoptotic process",26,"ADA;AURKB;BAK1;BAX;BCL10;BCL2;BCL6;BTK;CD74;CRKL;FNIP1;FOXP1;IL10;IL2;IRS2;LYN;MIF;MIR17HG;NFKBIZ;NOC2L;ORMDL3;PDCD1;PKN1;SLC39A10;TNFRSF21;TRAF3IP2",23,26,TRUE,"",0.214424951267057,0.567891081871345,0.130105630751129,-0.397150970740758,-1.21836376745081,23,"TNFRSF21;NFKBIZ;FOXP1;SLC39A10;BCL6;FNIP1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0001666","response to hypoxia","GO:0001666 response to hypoxia",255,"ABAT;ACAA2;ACE;ACVRL1;ADA;ADAM15;ADAM17;ADAM8;ADM;ADO;ADORA1;ADSL;AGER;AGTRAP;AIFM1;AJUBA;AK4;ALAD;ALAS2;ALKBH5;ANG;ANGPT2;ANGPTL4;APAF1;AQP1;AQP3;ARNT;ARNT2;ASCL2;ATF2;ATF4;ATM;ATP7A;BAD;BBC3;BCL2;BECN1;BIRC2;BMP2;BNIP3;BNIP3L;BRIP1;CA9;CAPN2;CASP3;CASP9;CASR;CAT;CAV1;CBFA2T3;CBL;CBS;CCNA2;CD24;CD38;CDKN1B;CFLAR;CHCHD2;CHRNA7;CIAO3;CITED2;CLCA1;COMT;CPEB1;CPEB2;CPT1A;CREBBP;CRYAB;CXCL12;CXCR4;CYBB;CYGB;CYP1A1;CYSLTR1;DDAH1;DDIT4;DDR2;DNMT3A;DPP4;EDN1;EGLN1;EGLN2;EGLN3;EGR1;ENG;ENO1;EP300;EPAS1;EPHA4;ERCC2;ERCC3;ERO1A;F7;FAM162A;FOS;FOSL2;FOXO3;FUNDC1;FZD4;GAD2;GATA6;HIF1A;HILPDA;HIPK2;HK2;HMOX2;HP1BP3;HSD11B2;HSF1;HSP90B1;HSPG2;HYOU1;IL1A;INHBA;IRAK1;ITGA2;ITPR1;ITPR2;KCNA5;KCNJ11;KCNMA1;KCNMB1;LIF;LIMD1;LMNA;LONP1;LOXL2;LTA;MALAT1;MAP3K7;MB;MDM2;MDM4;MECP2;MGARP;MIEF1;MLST8;MMP14;MMP2;MPL;MSTN;MT3;MTHFR;MTOR;MYB;MYC;NDNF;NDRG1;NF1;NFE2L2;NGB;NKX3-1;NOL3;NOP53;NOTCH1;NPEPPS;NPPC;NR4A2;P4HB;PDK1;PDK3;PDLIM1;PGF;PGK1;PHB2;PIK3CB;PIN1;PINK1;PKLR;PLAT;PLAU;PLEKHN1;PLK3;PLOD1;PLOD2;PMAIP1;PML;PPARA;PPARD;PPARG;PRKAA1;PRKCE;PSEN2;PTGIS;PTGS2;PTK2B;PTPN1;RAD21;REST;RGCC;ROCK2;RORA;RPTOR;RTN4;RWDD3;RYR1;RYR2;SCAP;SCFD1;SCN2A;SDHD;SIRT1;SIRT2;SIRT4;SLC11A2;SLC29A1;SLC2A1;SLC2A4;SLC2A8;SLC6A4;SLC8A3;SLC9A1;SMAD3;SMAD4;SOD2;SOX4;SRC;SRF;STUB1;SUV39H1;SUV39H2;TBL2;TERC;TERT;TFAM;TFRC;TGFB1;TGFB2;TGFB3;TGFBR3;THBS1;TIGAR;TLR2;TM9SF4;TMBIM6;TNF;TP53;TRPV4;TWIST1;TXN2;UBQLN1;UCP2;UCP3;USF1;USP19;VASN;VCAM1;VEGFA;VEGFB;VEGFC;VHL;WDR83;WTIP;XRCC1;ZFP36L1",167,255,TRUE,"",0.216269841269841,0.570231481481482,0.130777137971974,0.240780415951061,1.10609872413972,167,"MYC;ACAA2;FOS;TGFB1;PLAU;NR4A2;ENO1;ADAM8;TMBIM6;PGK1;CPT1A;SOD2;TFAM;TFRC;ERO1A;EPHA4;BRIP1;HSP90B1;MDM2;RAD21;HSF1;CLCA1;FOSL2;ATF4;CD38;ERCC2;EGLN2;PLK3;P4HB;CHCHD2;CPEB2;EGR1;BECN1;RWDD3;ADSL;TXN2;ADO;MAP3K7;FUNDC1;HILPDA;NPEPPS;BBC3;MYB;HIPK2;SCAP;ZFP36L1;PIK3CB;NOTCH1;ERCC3;TIGAR;VHL;CAPN2;DNMT3A","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0051881","regulation of mitochondrial membrane potential","GO:0051881 regulation of mitochondrial membrane potential",68,"ABCD1;ABL1;ADORA2A;ALB;ARL6IP5;ATP5IF1;BAD;BAK1;BAX;BCL2;BCL2L1;BCO2;BID;BNIP3;BNIP3L;BOK;CDKN2A;CLIC1;COL6A1;CTNS;DCN;FZD9;GCLC;GCLM;IFI6;KCNQ3;KDR;LIPA;LRRK2;MAPT;MFN1;MLLT11;MTLN;MUL1;NNT;P2RX7;PANK2;PARK7;PARP1;PID1;PINK1;PIP5KL1;PMAIP1;PPA2;PPIF;PPP2R3C;PRDX3;PRELID1;PRKN;PYCR1;RACK1;RNF122;RTL10;SLC25A27;SLC25A33;SLC25A36;SLC4A11;SOD1;SOD2;SPART;SRC;STOX1;TRPV1;TSPO;TUSC2;UBB;UCP2;VCP",49,68,TRUE,"",0.236625514403292,0.589744297785387,0.126875729929857,0.311955857702068,1.14417808547493,49,"PANK2;SLC25A33;GCLM;SOD2;BID;BAX;PRELID1;MUL1;CLIC1;PPA2;PARK7;PPIF;BNIP3;SOD1;PYCR1;BCL2;LIPA;P2RX7;BAK1;IFI6","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","GO:2001239 regulation of extrinsic apoptotic signaling pathway in absence of ligand",40,"AKT1;BCL2;BCL2L1;COL2A1;CSF2;CTNNA1;EYA1;EYA3;EYA4;GATA1;GDNF;HSPA1A;HSPA1B;HTRA2;IFI6;IL1A;IL1B;IL7;INHBA;KLF4;MAP2K5;MAPK7;MCL1;NF1;NRG1;PF4;PPP1CA;PPP2R1A;PPP2R1B;PRDX2;RET;RIPK1;SGK3;SNAI2;SRPX;STRADB;TERT;TNF;UNC5B;WWOX",24,40,TRUE,"",0.237911025145068,0.590177202383775,0.122107920287081,-0.381575995312507,-1.17729868839934,24,"CTNNA1;TNF;HSPA1A;MAPK7;SNAI2;STRADB;PPP2R1B;HSPA1B;MAP2K5;SGK3;PRDX2","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1904035","regulation of epithelial cell apoptotic process","GO:1904035 regulation of epithelial cell apoptotic process",41,"ADAR;BAX;BCL2;BOK;BTC;CAPN10;CARM1;CAST;CDKN1B;CFLAR;EIF2S1;ESR1;GSN;HMOX1;IGF1R;IL6;ITGB3BP;JAK2;MDK;NPC1;NUPR1;PIAS4;PLA2G1B;PLA2R1;PPARA;PRKAA1;PRKAA2;RB1;SAV1;SERPINB13;SFRP4;SRSF6;STK4;TCF7L2;TIA1;TMF1;UMODL1;WFS1;WNT11;ZFP36;ZFP36L1",28,41,TRUE,"",0.237603305785124,0.590177202383775,0.126875729929857,0.35812582586214,1.16077260115218,28,"SRSF6;MDK;UMODL1;BAX;CARM1;NPC1;ZFP36;CAST;ZFP36L1;EIF2S1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0046902","regulation of mitochondrial membrane permeability","GO:0046902 regulation of mitochondrial membrane permeability",52,"ACAA2;ALKBH7;ARHGAP11B;ATF2;ATP5IF1;BAD;BAK1;BAX;BCL2;BCL2L1;BCL2L11;BCL2L2;BID;BLOC1S2;BNIP3;BNIP3L;BOK;CAMK2A;CHCHD10;CNP;FZD9;GCLC;GSK3A;GSK3B;HIP1R;HK2;HSPA1A;IER3;MPV17L;MUL1;NAIF1;NOL3;PMAIP1;PPIF;PPM1K;RHOT1;RHOT2;RTL10;SIVA1;SLC25A4;SLC25A5;SLC25A6;SLC35F6;SLC9A1;SPG7;STPG1;THEM4;TMEM102;TMEM14A;TP53;VDAC2;ZNF205",41,52,TRUE,"",0.238383838383838,0.590177202383775,0.125033367555272,0.323332471060972,1.14702532167767,41,"ACAA2;HIP1R;BID;CNP;BAX;SLC25A5;MUL1;SIVA1;IER3;SLC25A6;VDAC2;BLOC1S2;PPIF","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0044346","fibroblast apoptotic process","GO:0044346 fibroblast apoptotic process",24,"API5;BAK1;BBC3;BCL2L11;BID;BTG1;CASP3;CASP7;CASP9;CFDP1;CHD8;CUL3;GAS6;IER3IP1;MYC;NUPR1;PIK3CA;PIK3CG;PRDM11;STK17A;STK17B;TP53;TP63;XRCC2",20,24,TRUE,"",0.251572327044025,0.603620962664784,0.12384217120105,0.387335418988633,1.14252266418709,20,"MYC;IER3IP1;BID","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0061668","mitochondrial ribosome assembly","GO:0061668 mitochondrial ribosome assembly",12,"DDX28;DHX30;FASTKD2;MCAT;METTL17;MPV17L2;MRM2;MRPS2;MTERF3;MTERF4;NGRN;NOA1",12,12,TRUE,"",0.254582484725051,0.606640112812647,0.120985142145252,0.456908439038623,1.1678990093244,12,"MRPS2;MPV17L2;MRM2;MTERF3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0061734","type 2 mitophagy","GO:0061734 type 2 mitophagy",15,"ATP5IF1;CDC37;HDAC6;HK2;HTRA2;HUWE1;MFN2;MUL1;OPTN;PINK1;PRKN;TIMM23;TOMM7;VDAC1;VPS13C",13,15,TRUE,"",0.258964143426295,0.610208122900337,0.118287526124085,0.443614334665697,1.17241922880477,13,"OPTN;VDAC1;MUL1;HTRA2;MFN2;VPS13C;HUWE1;CDC37","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","GO:0046426 negative regulation of receptor signaling pathway via JAK-STAT",20,"ADIPOR1;BCL3;CAV1;CISH;DAB1;GBP7;HGS;INPP5F;LEPROT;NF2;PARP14;PIBF1;PTPN2;PTPRC;PTPRD;SH2B3;SOCS1;SOCS2;SOCS3;VHL",19,20,TRUE,"",0.263157894736842,0.613974503169002,0.115734447701689,-0.401978985162908,-1.17341324936763,19,"CAV1;SOCS2;INPP5F;SOCS1;PIBF1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0034614","cellular response to reactive oxygen species","GO:0034614 cellular response to reactive oxygen species",130,"ABL1;AGAP3;AIFM1;ANKZF1;AQP1;ATM;ATP7A;AXL;BECN1;BNIP3;BTK;CAMKK2;CAT;CBX8;CCS;CD36;CDK1;CRYGD;CYGB;CYP1B1;DDR2;DHFR;ECT2;EDN1;ERCC6L2;ERN1;EZH2;FANCC;FBLN5;FER;FOS;FOXO3;FOXP1;FXN;FYN;GCH1;GLRX2;GPR37;GPR37L1;HDAC2;HDAC6;HGF;HSF1;HSPA8;IL18BP;IL18RAP;IL6;KDM6B;KLF2;KLF4;LRRK2;MAP1LC3A;MAP2K4;MAP3K5;MAPK13;MAPK7;MAPK8;MAPK9;MAPT;MB;MDM2;MET;MMP2;MPO;MPV17;MT3;MYB;NET1;NFE2L2;NME8;NOS3;NQO1;OGG1;OSER1;PARK7;PAWR;PCGF2;PCNA;PDCD10;PDGFD;PDGFRA;PDK2;PEX10;PEX12;PEX13;PEX14;PEX2;PEX5;PINK1;PJVK;PKD2;PLEKHA1;PPARGC1B;PPIF;PRDX1;PRDX2;PRDX3;PRDX5;PRKAA1;PRKCD;PTPRK;PXN;RACK1;RELA;RHOB;RIPK1;RIPK3;ROMO1;RPS3;SETX;SIRPA;SIRT1;SLC8A1;SMPD3;SOD1;SOD2;SPHK1;SRC;STAT6;STK25;TET1;TNFAIP3;TOP2B;TPM1;TRAP1;TREX1;TRPM2;TXN;ZNF277;ZNF580",93,130,TRUE,"",0.265060240963855,0.61665485471297,0.117249716749792,0.263056749185257,1.1066777803103,93,"FOS;RELA;PLEKHA1;GCH1;MAPK9;PCNA;SOD2;KLF2;RIPK1;PRDX1;MDM2;PEX2;HSF1;PXN;EZH2;HDAC2;PRDX5;PDCD10;CAMKK2;BECN1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","GO:2000058 regulation of ubiquitin-dependent protein catabolic process",161,"AGBL4;AGTPBP1;AKT1;ARAF;ARHGAP5-AS1;ATXN3;AURKA;AXIN1;AXIN2;BAG5;BAG6;BBS7;BCAP31;CAMLG;CBFA2T3;CCAR2;CCDC22;CDC20;CDC20B;CDK2;CDKN2A;CEBPA;CHFR;CLU;COMMD1;COP1;CSNK1A1;CSNK1D;CSNK1E;CSNK2A1;CSNK2A2;CSNK2B;DAB2;DDA1;DDRGK1;DESI1;DET1;DISC1;DNAJB2;DVL1;EGF;EIF3H;ELOB;FBXO22;FBXW7;FBXW8;FHIT;FZR1;GABARAP;GCLC;GIPC1;GLMN;GNA12;GSK3A;GSK3B;HAMP;HECTD1;HERPUD1;HFE;HIPK2;HSP90AB1;HSPA1A;HSPA1B;HSPBP1;IKBKG;KEAP1;L3MBTL3;LAPTM5;LATS1;LRRK2;MAGEF1;MAP1A;MAPK9;MDM2;MTM1;N4BP1;NFE2L2;NKD2;NOP53;NUB1;OGT;PANO1;PARK7;PBK;PDCL3;PHF20L1;PIAS1;PLK1;PLK3;PML;PRICKLE1;PRKN;PRMT6;PSEN1;PSMD10;PTEN;PTK2;PTK2B;PYHIN1;QRICH2;RACK1;RAD23A;RAD23B;RBX1;RCHY1;RNF139;RPL11;RPL23;RPL5;RPS7;RYBP;SGTA;SH3RF1;SH3RF2;SH3RF3;SHH;SIRT1;SIRT2;SIRT6;SMAD7;SMARCC1;SMURF1;SOCS4;SOCS5;STUB1;STYX;SUFU;SUMO1;SUMO2;TAF1;TAF9;TF;TGFB1I1;TLK2;TMEM168;TRAF7;TRIB1;TRIB2;TRIB3;TRIM39;TTC36;UBE2K;UBE3A;UBQLN4;UBXN1;UCHL5;UFL1;USP14;USP38;USP5;USP7;USP9X;VCP;WAC;WNT1;WNT10B;XPO1;ZER1;ZFAND2A;ZNF418;ZYG11B",136,161,TRUE,"",0.274590163934426,0.623005979527719,0.116234148779716,0.248361408421906,1.09970850868244,136,"UBQLN4;TRIB2;MAPK9;SGTA;BCAP31;NKD2;TLK2;HECTD1;MDM2;KEAP1;PRMT6;UBE2K;SMARCC1;AKT1;IKBKG;SIRT6;LAPTM5;PLK3;RNF139;SUMO1;SUMO2;FBXO22;MAGEF1;PARK7;CSNK2A2;EIF3H;AXIN1;HIPK2;RPS7;BAG5;PDCL3;TRIB3;CSNK2A1;HSP90AB1;UCHL5;RCHY1;TAF9;DDA1;RBX1;USP9X;N4BP1;TAF1;CCDC22;ARAF;PHF20L1;RPL23;GNA12;RPL5;ELOB;CDK2;XPO1;CCAR2;LATS1;USP14;SOCS5;RPL11;UBE3A","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006925","inflammatory cell apoptotic process","GO:0006925 inflammatory cell apoptotic process",22,"ANXA1;CCL5;CCR5;CDKN2A;CTSL;FASLG;FCAR;HCAR2;IL6;IRF3;IRF7;ITPKB;MEF2C;NOD2;PIK3CB;PIK3CD;PLEKHO2;SELENOS;SIRT1;SLC7A11;ST6GAL1;ZMPSTE24",14,22,TRUE,"",0.284848484848485,0.633816556022219,0.112843355675562,0.421600542818049,1.12957086952247,14,"ANXA1;PLEKHO2;CCL5;ZMPSTE24;PIK3CB;IRF7;SELENOS;ITPKB","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0043065","positive regulation of apoptotic process","GO:0043065 positive regulation of apoptotic process",489,"ABL1;ACE;ACIN1;ACVR1C;ADAM8;ADAMTSL4;ADM;ADORA2A;AIFM1;AIFM2;AKAP12;AKR1C3;ALDH1A2;ANKRD1;ANO6;ANXA1;APAF1;APBB1;APBB2;APC;APP;ARHGEF7;ARL6IP5;ATF3;ATF4;ATF6;ATG7;ATM;ATP2A2;B4GALT1;BACE1;BAD;BAG1;BAK1;BARD1;BAX;BBC3;BCAP31;BCL10;BCL2;BCL2A1;BCL2L1;BCL2L10;BCL2L11;BCL2L14;BCL2L2;BCL6;BCLAF1;BECN1;BID;BIN1;BMF;BMP2;BMP4;BMPR1B;BNIP3;BNIP3L;BOK;BRMS1;BTG1;C1QBP;C3orf38;CALHM2;CAMK1D;CAMK2A;CAMK2D;CAPN10;CAPN2;CARM1;CASP10;CASP2;CASP3;CASP4;CASP5;CASP6;CASP7;CASP8;CASP9;CAV1;CCAR1;CCAR2;CCL2;CCL3;CCL5;CCN1;CD160;CD248;CD274;CD40;CD40LG;CDC34;CDC42;CDK19;CDK5;CDK5R1;CDKN2A;CERS6;CFLAR;CIDEB;CLIP3;CLU;CNR1;CRADD;CRYBA1;CTLA4;CTNNA1;CTNNB1;CTNNBL1;CTSC;CTSD;CTSH;CTSK;CTSL;CTSS;CTSV;CXCR3;CYLD;CYP1B1;DAB2IP;DAPK1;DAPK2;DAPK3;DCUN1D3;DDIT3;DDX19A;DDX20;DDX3X;DEDD2;DFFA;DIABLO;DLC1;DNAJA1;DNAJA3;DNM2;DUSP6;E2F1;E2F3;ECSCR;ECT2;EEF1A2;EEF1E1;EIF2B5;EIF2S1;EIF5A;EMILIN1;EMILIN2;ENDOG;ERCC3;FADD;FAF1;FAM162A;FANK1;FAS;FASLG;FBH1;FBXW7;FCAR;FIS1;FLCN;FNIP1;FOSL1;FOXA1;FOXO1;FOXO3;FZD9;G0S2;GADD45A;GADD45B;GADD45G;GAL;GATA6;GCH1;GPER1;GPLD1;GRN;GSDME;GSK3A;GSK3B;GSN;GZMA;HCAR2;HIP1R;HLA-G;HMGB1;HMOX1;HOXA5;HPGD;HRK;HSPA9;HSPD1;HTR2A;HTRA1;HTRA2;HTRA4;HTT;HYAL2;ID3;IDO1;IFIT2;IFNB1;IFNG;IGF2R;IGFBP3;IL10;IL12A;IL19;IL6;INCA1;ING4;ING5;INHBA;INPP5D;IP6K2;IRF5;IRF8;ITGA1;ITGA4;ITGA6;ITGB1;ITM2C;ITPR1;JAK2;JMY;JUN;KATNB1;KCNMA1;KLF11;LATS1;LATS2;LCK;LGALS1;LGALS2;LGALS9;LILRB1;LPAR1;LTA;LTB;LTBR;LTK;LYN;MAGED1;MAL;MAP2K4;MAP2K6;MAP3K10;MAP3K11;MAP3K20;MAP3K5;MAP3K9;MAPK8;MAPK9;MCL1;MEF2C;MELK;MFN2;MLLT11;MMP2;MMP9;MNDA;MOAP1;MSX1;MTCH1;MTCH2;MYB;MYBBP1A;MYBL2;MYC;NACC2;NCK1;NCK2;NCOA1;NDUFA13;NET1;NEURL1;NF1;NFATC3;NFATC4;NGFR;NKX3-1;NLRC4;NOD1;NOTCH1;NOTCH2;NQO1;NR3C1;NR4A1;NSMAF;NTSR1;NUPR1;OLFM1;OMA1;P2RX7;PAK2;PANO1;PARK7;PAWR;PCSK9;PDCD1;PDCD2;PDCD4;PDCD5;PDIA3;PEA15;PERP;PHLDA1;PHLDA2;PHLDA3;PIAS4;PIDD1;PIK3CB;PIK3CD;PIP5KL1;PLA2G1B;PLA2R1;PLAGL2;PLCG1;PLEKHF1;PLEKHN1;PMAIP1;PML;PNMA1;PNMA2;PNMA3;PNMA5;POU4F1;PPARG;PPID;PPP1CA;PPP2R1A;PPP2R1B;PRDM11;PRELID1;PRKCD;PRKCI;PRKDC;PRKRA;PRMT2;PRNP;PRR7;PSEN1;PTGIS;PTGS2;PTPA;PTPN1;PTPN2;PTPRC;PTRH2;PXT1;PYCARD;QRICH1;RACK1;RAD9A;RAPGEF2;RAPSN;RARG;RASSF2;RASSF6;RBCK1;RBM10;RBM5;REST;RET;RGCC;RHOB;RIPK1;RIPK2;RIPK3;RNF122;RNF183;RNPS1;RPL26;RPS3;RPS6;RPS6KA2;RPS7;RRP1B;RYBP;S100A8;S100A9;SAP18;SAV1;SCIN;SCRIB;SEPTIN4;SERINC3;SFPQ;SFRP2;SFRP4;SIAH1;SIK1;SIRT1;SIRT2;SKIL;SLC27A4;SLC9A1;SMAD4;SMPD1;SNCA;SOD1;SOD2;SOX4;SP1;SPDEF;SPHK2;SQSTM1;SRC;SRPK2;SRPX;ST8SIA2;STK17A;STK17B;STK3;STK4;STPG1;STUB1;STYXL1;SYCE3;TAF6;TCTN3;TEX261;TFAP2A;TFAP4;TFPT;TGFB1;TGFB2;TGFB3;TGFBR1;TGM2;THBS1;TIA1;TIGAR;TLE5;TLR3;TLR4;TLR6;TMC8;TNF;TNFAIP8;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF8;TNFSF10;TNFSF11;TNFSF12;TNFSF14;TNFSF15;TOP2A;TP53;TP53BP2;TP53INP1;TP63;TP73;TPD52L1;TRADD;TRAF2;TRAF7;TRIM35;TRIM39;TRPV1;TSC22D1;TSPO;TXNIP;UBB;UBD;UBE2M;UBE2Z;UNC13B;UNC5C;USP27X;UTP11;VDAC1;VDR;VNN1;WNT10B;WNT11;WNT5A;WT1;WWOX;XBP1;ZBP1;ZBTB16;ZC3H12A;ZC3H8;ZNF268;ZNF622",337,489,TRUE,"",0.292,0.639516382095062,0.110564716336619,0.210955044227717,1.05868489279028,337,"MYC;GADD45B;TGFB1;CTSC;LGALS1;PHLDA1;ANXA1;MTCH2;CXCR3;UBE2Z;HSPD1;NFATC3;ADAM8;GCH1;HIP1R;DUSP6;MAPK9;BCAP31;PLEKHF1;SOD2;ITGB1;BID;MAL;LTB;TGFBR1;VDAC1;BIN1;WWOX;BAX;RIPK1;TMC8;RRP1B;JMY;ATP2A2;DDX3X;UBE2M;PRELID1;KATNB1;CARM1;TNFSF10;RASSF2;CCL5;E2F1;PRKRA;HTRA2;ATF4;ALDH1A2;FOXO1;ID3;HSPA9;IFIT2;NSMAF;SKIL;EIF5A;PDCD5;ZC3H8;E2F3;BRMS1;PRNP;BECN1;TNFSF14;HPGD;TFAP4;PDIA3;PARK7;RPS6;TNFRSF1B;MFN2;MTCH1;STK17B;BBC3;MYB;RNPS1;DEDD2;PDCD4;ZBTB16;RPS7;PIK3CB;PRR7;CDC34","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0034982","mitochondrial protein processing","GO:0034982 mitochondrial protein processing",13,"AFG3L2;ATP23;IMMP1L;IMMP2L;LRRK2;MIPEP;OMA1;PMPCA;PMPCB;SIRT4;SPG7;STOML2;YME1L1",11,13,TRUE,"",0.298387096774194,0.646328702202752,0.109684061970549,0.451693630595654,1.14078772118167,11,"AFG3L2;PMPCA;MIPEP","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0031397","negative regulation of protein ubiquitination","GO:0031397 negative regulation of protein ubiquitination",76,"ABL1;ADGRB1;AKT1;ARRB1;ARRB2;ATG5;BAG2;BAG5;BEX1;BEX2;BEX3;BEX4;CAMLG;CAV1;CDK5;CDKN2A;CEP63;CEP78;CHP1;CRY1;DNAJA1;DTX3L;FBXO5;FYN;GCLC;GNL3L;GPS2;GTPBP4;HDAC8;HSPA1A;HSPA1B;ISG15;IVNS1ABP;LIMK1;MAD2L1;MAD2L2;MINAR1;N4BP1;NXN;OGT;PARK7;PARP10;PER2;PINX1;PLAA;PPIA;PRKCE;PRKCG;PRMT3;PSEN1;RPL11;RPL23;RPL5;RPS3;RPS7;SENP2;SH3RF2;SIRT7;SMAD7;SOX4;SPOPL;SPRY2;SQSTM1;SVBP;TAF1;TNFAIP3;TRIM44;TSPO;TTC36;U2AF2;UBXN1;UFL1;USP4;USP44;VPS28;WNK1",69,76,TRUE,"",0.299435028248588,0.647434461989885,0.105125131597001,-0.274890263699689,-1.08443563518439,69,"SPRY2;CAV1;PRKCE;TSPO;GPS2;ARRB2;TNFAIP3;HSPA1A;SENP2;CRY1;PARP10;UBXN1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0034349","glial cell apoptotic process","GO:0034349 glial cell apoptotic process",16,"AKAP12;CASP3;CASP9;CCL2;CERS6;DLL1;GAS6;PRKCA;PRKCD;PRKCH;PRKCI;RAD21;RB1;TNFRSF21;TP53;TRAF2",12,16,TRUE,"",0.305498981670061,0.652225896089118,0.108820126769161,0.438858930784468,1.12176284503474,12,"PRKCH;PRKCA;RAD21","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0072350","tricarboxylic acid metabolic process","GO:0072350 tricarboxylic acid metabolic process",14,"ACACB;ACLY;ACO1;ACO2;ASS1;CS;GLUD1;IDH1;IDH2;IDH3A;IDH3B;IDH3G;IREB2;SIRT4",12,14,TRUE,"",0.320939334637965,0.660241908188895,0.103197466945307,-0.435804949431322,-1.12158384676984,12,"ACACB;IDH1","relapse_down"
