"analysis_population","compartment","gene_set_source","gene_set_id","pathway_name","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0085020","protein K6-linked ubiquitination","GO:0085020 protein K6-linked ubiquitination",16,"BARD1;BRCA1;PRKN;RNF14;RNF144A;RNF25;RNF4;RNF6;RNF8;TRIM21;UBE2D3;UBE2D4;UBE2J2;UBE2S;UBE2T;WDR24",15,16,TRUE,"",0.718940936863544,0.901017708754785,0.0618406035753285,0.298901618172308,0.813528525602619,15,"UBE2D3;UBE2S;UBE2J2;UBE2D4;TRIM21","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010664","negative regulation of striated muscle cell apoptotic process","GO:0010664 negative regulation of striated muscle cell apoptotic process",24,"AMBRA1;ATG5;BAG3;CFLAR;GCH1;HEY2;HSF1;HSPA8;JAK2;KIFAP3;MDK;NACA;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDPK1;PPP1R10;RGL2;SFRP2;SIRT4;SIRT5",18,24,TRUE,"",0.725409836065574,0.90347419368449,0.0617054053637522,0.283602001573921,0.818296114410229,18,"GCH1;MDK;HSF1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0044314","protein K27-linked ubiquitination","GO:0044314 protein K27-linked ubiquitination",12,"AMFR;PRKN;RNF126;RNF185;RNF6;TRIM21;TRIM62;UBE2D4;UBE2S;UBE2T;UBR4;WSB1",11,12,TRUE,"",0.731854838709677,0.90783666087719,0.0605092988656667,0.314581869463777,0.794501205424138,11,"RNF126;AMFR;UBE2S","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2000106","regulation of leukocyte apoptotic process","GO:2000106 regulation of leukocyte apoptotic process",84,"ADA;ADAM17;ADAM8;ANXA1;ARG2;AURKB;AXL;BAX;BBC3;BCL10;BCL11B;BCL2;BCL2L1;BCL2L11;BCL3;BCL6;BMP4;BTK;CCL5;CCR5;CCR7;CD27;CD274;CD3G;CD74;CDKN2A;CXCL12;DOCK8;EFNA1;FADD;FCAR;FNIP1;FOXP1;GAS6;GIMAP8;GPAM;HCAR2;HCLS1;HIF1A;IDO1;IL10;IL2;IL7R;IRF7;IRS2;ITPKB;JAK3;KIFAP3;LGALS3;LGALS9;LILRB1;LYN;MEF2C;MERTK;MIF;MIR17HG;NF1;NOC2L;NOD2;ORMDL3;P2RX7;PDCD1;PERP;PIK3CB;PIK3CD;PRELID1;PRKCQ;PRKD2;PTCRA;RAG1;RAPGEF2;RIPK3;RORC;SELENOS;SIRT1;SLC39A10;SLC46A2;SLC7A11;ST3GAL1;ST6GAL1;TP53;TSC22D3;WNT5A;ZC3H8",64,84,TRUE,"",0.732954545454545,0.90861859911633,0.0574877409561325,-0.218061679571996,-0.849016733330084,64,"TSC22D3;RORC;SLC7A11;FOXP1;RAG1;SLC39A10;BCL6;KIFAP3;IL7R;DOCK8;PRKCQ;FNIP1;LGALS3;TP53;RIPK3","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0002082","regulation of oxidative phosphorylation","GO:0002082 regulation of oxidative phosphorylation",20,"ABCD1;ACTN3;AK4;ATP7A;COX7A1;COX7A2;COX7A2L;DNAJC15;NUPR1;PINK1;PPIF;RHOA;SHMT2;SLC25A23;SLC25A33;SNCA;TMEM135;TNF;UQCC2;VCP",16,20,TRUE,"",0.739130434782609,0.913119737026575,0.0590954798717342,-0.295887577025781,-0.822444667214139,16,"TNF;SNCA","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","GO:0007259 cell surface receptor signaling pathway via JAK-STAT",110,"ADIPOR1;ARL2BP;BCL3;CALM1;CAMK2A;CAV1;CCL2;CCR2;CD40;CENPJ;CISH;CLCF1;CNOT7;CNTF;CRLF3;CSF1R;CSF2;CSF2RA;CSF2RB;CTF1;CTR9;CYP1B1;DAB1;DOT1L;EGF;ELP2;EP300;EPHB2;ERBB4;ERCC6;F2R;FER;FGFR3;FLT3;FYN;GADD45A;GBP7;GH1;HAMP;HES1;HES5;HGS;IFNAR1;IFNAR2;IFNB1;IFNG;IFNL1;IL10;IL10RA;IL10RB;IL12A;IL15;IL15RA;IL18;IL23A;IL23R;IL31RA;IL4;IL5;IL6;IL7R;INPP5F;JAK1;JAK2;JAK3;KIT;LEPROT;MST1;NF2;NMI;NOTCH1;OCIAD1;OCIAD2;OSM;PARP14;PARP9;PIAS1;PIBF1;PIGU;PKD1;PKD2;PRL;PRLR;PTK2B;PTK6;PTPN2;PTPRC;PTPRD;SH2B3;SOCS1;SOCS2;SOCS3;SOCS5;SOCS6;STAMBP;STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6;TNF;TNFRSF18;TNFRSF1A;TSLP;TYK2;USP1;VHL;WDR48",75,110,TRUE,"",0.744186046511628,0.915713501878192,0.0578529757032509,-0.215603782897681,-0.861846757391768,75,"CAV1;TNF;SOCS2;HES1;FLT3;CSF1R;PIAS1;INPP5F;SOCS1;PKD2;IL7R;PTK2B;JAK2;CNOT7;PIBF1;FER;IL23A;IFNAR1;STAT6;STAMBP","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010657","muscle cell apoptotic process","GO:0010657 muscle cell apoptotic process",71,"ALOX12;AMBRA1;APAF1;ATF4;ATG5;ATP2A2;BAG1;BAG3;BNIP3;CAMK2A;CAMK2D;CAPN2;CDKN2A;CFLAR;COL6A1;DIPK2A;DMPK;DNMT1;E2F3;EDN1;ESR1;FOXO1;GATA6;GCH1;GRIA4;HEY2;HSF1;HSP90AA1;HSPA8;IFNG;IGF1;IGF1R;IL12A;JAK2;KIFAP3;LRP6;LTK;LYPD3;MAP2K4;MAP2K5;MAP3K5;MAPK7;MDK;MFN2;NACA;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDCD4;PDE1A;PDPK1;PPARG;PPP1R10;PTK2B;PTPN1;RBM10;RGL2;SFRP2;SIRT1;SIRT4;SIRT5;SLC7A5;SMAD4;SOD2;STUB1;TIGAR;TP53;ZC3H12A",52,71,TRUE,"",0.746331236897275,0.916832740301887,0.0614364107201271,0.228642505175697,0.850178985444831,52,"GCH1;MDK;SOD2;ATP2A2;HSF1;LYPD3;ATF4;FOXO1;E2F3;MFN2;SLC7A5;PDCD4;NACA;NOTCH1;TIGAR;CAPN2;DNMT1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","GO:0046427 positive regulation of receptor signaling pathway via JAK-STAT",32,"ADIPOR1;CALM1;CAMK2A;CENPJ;CRLF3;CYP1B1;EP300;ERBB4;F2R;GH1;HES1;HES5;IFNL1;IL10;IL10RA;IL10RB;IL5;IL6;IL7R;JAK2;KIT;NOTCH1;OCIAD1;OCIAD2;PIBF1;PRL;PRLR;PTK2B;PTK6;TYK2;USP1;WDR48",20,32,TRUE,"",0.756190476190476,0.922767930967092,0.0562940749700968,-0.269773272286202,-0.80018905371345,20,"HES1;IL7R;PTK2B;JAK2;PIBF1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0070243","regulation of thymocyte apoptotic process","GO:0070243 regulation of thymocyte apoptotic process",15,"ADA;ADAM8;BBC3;BCL11B;BMP4;EFNA1;HIF1A;JAK3;KIFAP3;PTCRA;RAG1;RORC;TP53;WNT5A;ZC3H8",13,15,TRUE,"",0.766,0.926461773700306,0.0579754757571486,-0.298386369365187,-0.783046396900715,13,"RORC;RAG1;KIFAP3;TP53;EFNA1;ADA;PTCRA","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0036444","calcium import into the mitochondrion","GO:0036444 calcium import into the mitochondrion",16,"AFG3L2;HSPA9;ITPR1;MAIP1;MCU;MCUB;MCUR1;MICU1;MICU2;MICU3;PSEN2;SLC25A23;SMDT1;SPG7;UCP2;VDAC1",15,16,TRUE,"",0.769857433808554,0.928024892879004,0.0585937568945671,0.289275944655167,0.787330072639351,15,"VDAC1;AFG3L2;HSPA9;MCUB;MCUR1;MICU2;MICU3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010665","regulation of cardiac muscle cell apoptotic process","GO:0010665 regulation of cardiac muscle cell apoptotic process",34,"AMBRA1;ATG5;ATP2A2;BNIP3;CAMK2A;CAMK2D;CAPN2;CFLAR;GATA6;GCH1;HEY2;HSF1;HSPA8;JAK2;KIFAP3;LTK;MAP3K5;MDK;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDPK1;PPP1R10;PTPN1;RGL2;SFRP2;SIRT4;SIRT5;SMAD4;TIGAR;TP53",25,34,TRUE,"",0.775051124744376,0.930412764543732,0.0584693210386381,0.25060652212369,0.794418462777897,25,"GCH1;MDK;ATP2A2;HSF1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","GO:2001236 regulation of extrinsic apoptotic signaling pathway",142,"ACSL5;ACVR1;AKT1;APP;AR;ARHGEF2;ATF3;BCL10;BCL2;BCL2L1;BCL2L14;BID;BIRC6;BMP4;BMPR1B;BRCA1;CAV1;CD40LG;CFLAR;COL2A1;CSF2;CTNNA1;CTTN;CYLD;DBH;DDX3X;DEDD2;DEPTOR;EYA1;EYA3;EYA4;FADD;FAF1;FAIM;FASLG;FEM1B;G0S2;GATA1;GCLC;GCLM;GDNF;GPER1;GRINA;GSK3B;GSTP1;HGF;HMGB2;HMOX1;HSPA1A;HSPA1B;HTRA2;HTT;HYAL2;ICAM1;IFI6;IGF1;IL19;IL1A;IL1B;IL7;INHBA;ITGA6;ITGAV;ITM2C;ITPRIP;KLF4;LGALS3;LMNA;LTA;LTB;LTBR;MADD;MAL;MAP2K5;MAPK7;MCL1;NF1;NOL3;NOS3;NRG1;NRP1;PAK2;PARK7;PDIA3;PEA15;PELI3;PF4;PHIP;PMAIP1;PML;PPP1CA;PPP2R1A;PPP2R1B;PRDX2;PSME3;PTPRC;PYCARD;RAF1;RB1CC1;RBCK1;RELA;RET;RFFL;RIPK1;RNF34;RPS6KB1;SCG2;SERPINE1;SFRP2;SGK3;SH3RF1;SIAH2;SKIL;SNAI2;SP100;SRC;SRPX;STK3;STK4;STRADB;STX4;TCF7L2;TERT;TGFBR1;THBS1;TLR4;TLR6;TMBIM1;TMC8;TNF;TNFAIP3;TNFRSF12A;TNFSF10;TNFSF11;TNFSF12;TNFSF14;TNFSF15;TRAF1;TRAF2;UNC5B;WWOX;ZMYND11",97,142,TRUE,"",0.782178217821782,0.935303054114935,0.0565299525056311,-0.204715129636343,-0.854470363882757,97,"CTNNA1;ATF3;CAV1;TNF;SH3RF1;ITGAV;TNFAIP3;HSPA1A;MAPK7;BMPR1B;ZMYND11;SCG2;GSK3B;SNAI2","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0070231","T cell apoptotic process","GO:0070231 T cell apoptotic process",59,"ADA;ADAM8;AKT1;ARG2;BAK1;BAX;BBC3;BCL10;BCL11B;BCL2;BCL2L11;BCL3;BMP4;CCL5;CD27;CD274;CHEK2;CLC;DFFA;DNAJA3;DOCK8;EBF4;EFNA1;FADD;FAS;FASLG;GIMAP8;GLI3;GPAM;HIF1A;IDO1;IL2RA;IL7R;JAK3;KDELR1;KIFAP3;LGALS3;LGALS9;LIPA;LMBR1L;P2RX7;PDCD1;PERP;PRELID1;PRKCQ;PRKD2;PTCRA;RAG1;RIPK1;RIPK3;RORC;RPS6;SIVA1;SLC46A2;ST3GAL1;TP53;TSC22D3;WNT5A;ZC3H8",49,59,TRUE,"",0.792181069958848,0.938968259938859,0.0577308549299813,0.226738055817757,0.831619949440529,49,"ADAM8;BAX;JAK3;RIPK1;PRELID1;PRKD2;CCL5;IL2RA;AKT1;SIVA1;ZC3H8;BCL3;RPS6;BBC3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006390","mitochondrial transcription","GO:0006390 mitochondrial transcription",22,"CHCHD10;FOXO3;KANSL1;KANSL3;KAT8;METTL4;MRPL12;MTERF1;MTERF2;MTERF3;MTERF4;MTRES1;POLRMT;PPARGC1B;PRKAA1;SLC25A33;TEFM;TFAM;TFB1M;TFB2M;THAP11;TWNK",21,22,TRUE,"",0.79253112033195,0.938968259938859,0.0580983576873206,0.260449064633464,0.784606508596992,21,"SLC25A33;TWNK;TFAM","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0141198","protein branched polyubiquitination","GO:0141198 protein branched polyubiquitination",17,"ANAPC1;ANAPC10;ANAPC11;ANAPC13;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;CDC16;CDC23;CDC26;CDC27;ITCH;UBR4;UBR5",17,17,TRUE,"",0.79959100204499,0.94096049894639,0.0570059526582387,0.271284494436468,0.7720840230226,17,"ANAPC13;CDC26;UBR5;ANAPC11","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0030242","autophagy of peroxisome","GO:0030242 autophagy of peroxisome",16,"ACBD5;ATG2A;ATG2B;ATM;PEX2;PEX5;PIK3C3;PIK3R4;PJVK;RB1CC1;SQSTM1;USP30;WDR45;WDR45B;WIPI1;WIPI2",15,16,TRUE,"",0.800391389432485,0.94096049894639,0.0549073703290958,-0.275493924353892,-0.751437966840823,15,"PIK3C3;PIK3R4;PEX5;ATG2B;WDR45;PJVK","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0070242","thymocyte apoptotic process","GO:0070242 thymocyte apoptotic process",21,"ADA;ADAM8;BAK1;BAX;BBC3;BCL11B;BCL2L11;BMP4;CHEK2;DFFA;EFNA1;GLI3;HIF1A;JAK3;KIFAP3;PTCRA;RAG1;RORC;TP53;WNT5A;ZC3H8",19,21,TRUE,"",0.805068226120858,0.943420691646813,0.0544555953940371,-0.26661545726232,-0.778274789442108,19,"RORC;RAG1;GLI3;KIFAP3;TP53;DFFA;EFNA1;ADA;PTCRA","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1903409","reactive oxygen species biosynthetic process","GO:1903409 reactive oxygen species biosynthetic process",46,"ABCB7;ABCD1;ABCD2;ACOX1;ADGRB1;ALOX5;ARG2;CD36;CFLAR;CLCN3;COA8;CTNS;CYBA;CYBB;CYP1A1;DUOX1;DUOX2;DUOXA1;FOXO3;FYN;GBF1;GRIN1;HVCN1;INAVA;LIPA;MAOB;MPO;MPV17L;NCF1;PARK7;PIKFYVE;PLCG2;PPARA;RAB27A;RHOA;SLC18A2;SLC25A33;SLC5A3;SNCA;SOD1;SOD2;SPHK2;TLR4;TLR6;TRAP1;ZNF205",30,46,TRUE,"",0.810416666666667,0.945294622217699,0.0572461135202884,0.239449780753081,0.786823006639888,30,"SLC18A2;SLC5A3;SLC25A33;SOD2;CYBA;RAB27A","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0010656","negative regulation of muscle cell apoptotic process","GO:0010656 negative regulation of muscle cell apoptotic process",40,"ALOX12;AMBRA1;ATG5;BAG3;CFLAR;DIPK2A;DNMT1;EDN1;ESR1;GCH1;GRIA4;HEY2;HSF1;HSPA8;IGF1;IGF1R;JAK2;KIFAP3;LRP6;LYPD3;MAP2K5;MAPK7;MDK;NACA;NFE2L2;NOL3;NOTCH1;NRG1;NUPR1;PAX8;PDPK1;PPP1R10;PTK2B;RGL2;SFRP2;SIRT4;SIRT5;SLC7A5;STUB1;ZC3H12A",29,40,TRUE,"",0.810176125244618,0.945294622217699,0.0543434390269162,-0.237415085477916,-0.777950857493473,29,"LRP6;MAPK7;BAG3;KIFAP3;PTK2B;JAK2;AMBRA1;ZC3H12A;MAP2K5;ATG5;NFE2L2;PPP1R10;CFLAR;IGF1R","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0002903","negative regulation of B cell apoptotic process","GO:0002903 negative regulation of B cell apoptotic process",15,"ADA;AURKB;BCL10;BCL2;BCL6;CD74;FOXP1;IL2;IRS2;MIF;MIR17HG;NOC2L;ORMDL3;PDCD1;SLC39A10",14,15,TRUE,"",0.810650887573965,0.945294622217699,0.0546808488785442,-0.279742018610053,-0.745557449938503,14,"FOXP1;SLC39A10;BCL6","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1901524","regulation of mitophagy","GO:1901524 regulation of mitophagy",42,"AMBRA1;ATP5IF1;BNIP3L;CDC37;CSNK2A2;CTTN;DELE1;DNM1L;EIF2AK1;FBXO7;FBXW7;FKBP8;FZD5;GSK3A;HIF1A;HK2;HTRA2;HTT;HUWE1;IRGM;MUL1;NOD2;PARL;PINK1;PRKN;RNF41;SLC25A4;SLC25A5;SREBF1;SREBF2;STUB1;TIGAR;TOMM7;TP53;TSC2;TSPO;UBE2A;USP30;USP36;VDAC1;VPS13C;VPS13D",35,42,TRUE,"",0.81947261663286,0.950211834483155,0.0554793308704233,0.230338364791204,0.790527494459235,35,"VDAC1;SLC25A5;MUL1;HTRA2;USP36;UBE2A;CSNK2A2;PARL;TIGAR;VPS13C;HUWE1;CDC37","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","GO:1902236 negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",19,"BCL2L1;CREB3;CREB3L1;GRINA;HERPUD1;HSPA1A;HYOU1;LRRK2;MAGEA3;OPA1;PARK7;PRKN;PTPN1;SELENOS;SYVN1;TMBIM6;TXNDC12;WFS1;XBP1",15,19,TRUE,"",0.821917808219178,0.950481423866365,0.0536769600638126,-0.269110987809873,-0.734027852006674,15,"CREB3;HSPA1A;HERPUD1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0016239","positive regulation of macroautophagy","GO:0016239 positive regulation of macroautophagy",89,"ADRB2;AMBRA1;ATG2A;ATP5IF1;BAG3;BECN1;BNIP3;BNIP3L;C9orf72;CALCOCO2;CDC37;CDK5RAP3;CSNK2A1;DCN;DDRGK1;DELE1;EIF2AK1;EPM2A;FBXO7;FYCO1;GNAI3;GPSM1;HIF1A;HK2;HMOX1;HTT;HUWE1;IKBKG;IL4;IRGM;KAT5;KDR;LARP1;LRSAM1;MAP3K7;MAPK3;MOAP1;MUL1;NOD1;NOD2;OPTN;PAFAH1B2;PIM2;PINK1;PIP4K2A;PIP4K2B;PIP4K2C;PRKAA2;PRKN;RAB3GAP1;RAB3GAP2;RALB;RIPK2;RNF31;RUFY4;SCOC;SESN1;SESN2;SESN3;SH3GLB1;SIRT1;SLC25A4;SLC25A5;SMCR8;SNX18;SNX30;SNX4;SNX7;SPTLC1;SPTLC2;STUB1;SUPT5H;TBK1;TOM1;TOMM7;TRIM13;TRIM32;TSC2;UBE2A;UFL1;ULK1;UVRAG;VDAC1;VPS13D;WAC;WDR24;WDR45;WIPI1;ZDHHC19",74,89,TRUE,"",0.836538461538462,0.953003249750729,0.0520570030732099,-0.200668150169421,-0.800477252527687,74,"SMCR8;FYCO1;TRIM13;UVRAG;SESN1;PIP4K2B;PIP4K2A;GPSM1;BAG3;KAT5;AMBRA1;C9orf72;CDK5RAP3;TSC2;SESN2;BNIP3L;DDRGK1;EPM2A;WDR45;RAB3GAP1;PINK1;LRSAM1","relapse_down"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2000269","regulation of fibroblast apoptotic process","GO:2000269 regulation of fibroblast apoptotic process",18,"API5;BBC3;BCL2L11;BID;BTG1;CFDP1;CHD8;GAS6;IER3IP1;NUPR1;PIK3CA;PIK3CG;PRDM11;STK17A;STK17B;TP53;TP63;XRCC2",14,18,TRUE,"",0.834343434343434,0.953003249750729,0.0544555953940371,0.268708286928455,0.71993515777958,14,"IER3IP1;BID;STK17B;BBC3;API5;XRCC2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1903146","regulation of autophagy of mitochondrion","GO:1903146 regulation of autophagy of mitochondrion",48,"AMBRA1;ATP13A2;ATP5IF1;BNIP3;BNIP3L;CAMKK2;CDC37;CSNK2A2;CTTN;DELE1;DNM1L;EIF2AK1;FBXO7;FBXW7;FKBP8;FZD5;GSK3A;HAX1;HDAC6;HIF1A;HK2;HTRA2;HTT;HUWE1;IRGM;MUL1;NOD2;PARK7;PARL;PINK1;PRKN;RNF41;SLC25A4;SLC25A5;SREBF1;SREBF2;STUB1;TIGAR;TOMM7;TP53;TSC2;TSPO;UBE2A;USP30;USP36;VDAC1;VPS13C;VPS13D",41,48,TRUE,"",0.838383838383838,0.954647240155877,0.0542315935495841,0.215929975427365,0.766013845475233,41,"VDAC1;SLC25A5;MUL1;HTRA2;USP36;CAMKK2;UBE2A;PARK7;CSNK2A2;PARL;TIGAR;VPS13C;BNIP3;HUWE1;CDC37","relapse_up"
