"analysis_population","compartment","sample_id","gene","pseudobulk_logCPM","raw_counts","n_cells","patient_pair","condition_simple","sample_label","condition_label","pathway_id","pathway_name","pathway_label","z_logCPM"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","SRC",3.32524573339616,16,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.41638451021025
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TAX1BP1",7.83735766870964,376,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.768328645515668
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TBC1D15",4.96735214122093,51,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.493347652910156
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TBC1D17",5.22336611937695,61,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.553901201669045
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TBK1",3.83544046571535,23,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.794114069479352
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TFE3",3.6384036186558,20,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.739057888042365
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TFEB",2.5287791274813,9,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.14147088761992
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TOMM20",7.06548645959523,220,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.58613028129375
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TOMM20L",-1.71914838596229,0,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.160491520680223
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TOMM40",5.19971485131231,60,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.22311847103137
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TOMM40L",2.36831445528805,8,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.874535632260422
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TOMM7",8.02736593517617,429,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.0839126704712011
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TOMM70",5.51925635336279,75,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.535477920886794
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TP53",4.65589104538464,41,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.790289146327704
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","TRAF2",4.30321942706617,32,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.30131405959032
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","UBA52",9.68439629223973,1354,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.65986535640997
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","UBB",9.4564011646739,1156,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.547919956257414
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","UBC",9.93324847551539,1609,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.36344632012105
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","ULK1",5.91747623458136,99,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.159688898107
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","USP15",8.22189922037829,491,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.79535461612665
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","USP30",3.03573911620118,13,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.79134473745634
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","USP8",6.62514752195353,162,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.86843116607386
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","VCP",7.63620271046252,327,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.566346845432705
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","ADRM1",6.67745639521957,168,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.423085854810824
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","IFNG",0.602779708925074,2,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.283825483605556
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","POMP",7.54529421426431,307,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.339603015466484
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA1",7.24951840723292,250,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.618416473610108
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA2",7.49273990858372,296,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.06877905031804
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA3",6.55231464194209,154,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.09046373484402
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA4",7.54997829318713,308,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.04703544962073
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA5",7.43313645634429,284,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.09208277108064
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA6",8.05068945766715,436,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.394785221239235
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA7",8.20120446945279,484,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.408091871751546
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMA8",2.92470780381244,12,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.985574833443135
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB1",7.46324596744224,290,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.559258771594032
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB10",7.75455736365713,355,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.17712713853404
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB2",7.12320195745152,229,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.727535967243395
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB3",7.80637242313278,368,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.22077871768774
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB4",5.50002013449987,74,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.714271555136115
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB5",5.02231860043886,53,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.01485604887246
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB6",7.46324596744224,290,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.935125609477256
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB7",6.59826422780258,159,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.91825544125725
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB8",8.19822369351455,483,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.65081891629065
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMB9",8.05068945766715,436,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.27122945384195
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMC1",6.37360875495756,136,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.909231599330404
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMC2",5.90290343349409,98,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.876892442689855
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMC3",6.62514752195353,162,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.59326763862372
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMC4",6.34154754572527,133,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.06983756018841
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMC5",6.95680864697946,204,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.282612477943822
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMC6",6.37360875495756,136,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.848890287371012
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD1",5.88818192778732,97,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.01924202107116
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD11",6.16959486293597,118,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.826768514062351
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD12",5.94618753122289,101,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.591818109178123
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD13",7.09783523729309,225,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.15691897939974
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD14",5.96033171354316,102,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.429551219364973
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD2",6.31977060333001,131,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.66493123032113
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD3",6.15736856060271,117,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.0701500625807812
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD4",7.02568545153726,214,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.741007472172373
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD6",6.63399843953579,163,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.657760302947843
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD7",6.72793484024736,174,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.01307868660137
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD8",7.22629545041562,246,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.257805818584788
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMD9",6.66022998110897,166,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.43807638778795
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSME1",9.03824162340435,865,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.03113759561351
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSME2",8.25095750464989,501,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.1038238585057
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSME3",5.74845716412071,88,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.71621438239046
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSME4",5.2466358986998,62,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.32519431144546
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","PSMF1",6.75252682842976,177,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.221055223608751
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","SEM1",7.58691330346605,316,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.895141574311782
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","AMBRA1",4.28319462008927,63,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.134313836313243
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","AMFR",5.25451186538518,124,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.185208256026499
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","ARIH1",7.08730022761816,443,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.667066188507595
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","ATF4",6.29168941425472,255,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.24425937078229
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","ATG9A",3.89442277550423,48,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.941287822521008
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","ATG9B",2.50396329894605,18,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.600392581945261
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","BCL2L1",6.43150104539733,281,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.0983572785506433
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","BCL2L13",4.69538936959928,84,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.467651776384896
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","BECN1",5.5281296100768,150,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.368572618826806
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","BNIP3",4.69538936959928,84,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.69344483982889
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","BNIP3L",6.57295939153758,310,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.0672462400333126
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CALCOCO2",7.76720077255988,710,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.83952786988636
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CCZ1",3.07586964684176,27,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.37967665303675
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CCZ1B",2.24870624370397,15,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.627652289825228
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CITED2",7.04102425445556,429,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.332077623522468
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CSNK2A1",5.79833567131285,181,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.830728586405634
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CSNK2A2",6.01902378643705,211,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.20243475479248
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CSNK2A3",0.101864855374703,3,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.736358785917681
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","CSNK2B",7.90461199631676,781,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.133141475441044
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","E2F1",2.33890405267555,16,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.970717580073619
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","EIF2AK3",3.44425705282178,35,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.621858696611953
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","EIF2S1",5.61192254708197,159,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.962770176152968
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","FIS1",7.01731746448665,422,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.540042442226097
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","FKBP8",7.95539720361967,809,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.75973133168882
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","FOXO3",5.0954098332374,111,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.619154431509087
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","FUNDC1",4.28319462008927,63,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.0988767230974888
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","GABARAP",7.38329817203401,544,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.71444483757772
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","GABARAPL1",4.51367845377926,74,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.18380643667611
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","GABARAPL2",7.24433664407621,494,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.6888018438893
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","HIF1A",5.7742901973462,178,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.996824851539348
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","HRAS",4.67821422579115,83,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.144946445796198
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","HUWE1",6.25161197487939,248,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.266843213695013
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","JUN",10.2232133525105,3898,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.0408641400546964
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","KRAS",6.30293855538768,257,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.66105776706877
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MAP1LC3A",-0.383561971795538,2,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.291963521836838
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MAP1LC3B",7.31826428661652,520,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.900893006683145
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MAP1LC3B2",2.50396329894605,18,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.379154950196539
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MAPK10",0.464434934759412,4,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.358167657907408
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MAPK8",5.26605348726787,125,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.182166322825931
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MAPK9",5.18325318221536,118,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.908790713085351
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MFN1",4.41345100604061,69,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.00895563864408965
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MFN2",4.03597691971825,53,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.54791229358202
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MITF",-2.7054900666829,0,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.2859069700342
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MON1A",3.561296474012,38,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.855617848416172
