"compartment","pathway_id","pathway_name","gene_set_source","gene_set_id","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"broad_T_lineage_candidate_malignant","hsa04630","JAK-STAT signaling pathway","KEGG","hsa04630","hsa04630 JAK-STAT signaling pathway",168,"AKT1;AKT2;AKT3;AOX1;BCL2;BCL2L1;CCND1;CCND2;CCND3;CDKN1A;CISH;CLCF1;CNTF;CNTFR;CREBBP;CRLF2;CSF2;CSF2RA;CSF2RB;CSF3;CSF3R;CSH1;CSH2;CSHL1;CTF1;EGF;EGFR;EP300;EPO;EPOR;FHL1;GFAP;GH1;GH2;GHR;GRB2;HRAS;IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNAR1;IFNAR2;IFNB1;IFNE;IFNG;IFNGR1;IFNGR2;IFNK;IFNL1;IFNL2;IFNL3;IFNLR1;IFNW1;IL10;IL10RA;IL10RB;IL11;IL11RA;IL12A;IL12B;IL12RB1;IL12RB2;IL13;IL13RA1;IL13RA2;IL15;IL15RA;IL19;IL2;IL20;IL20RA;IL20RB;IL21;IL21R;IL22;IL22RA1;IL22RA2;IL23A;IL23R;IL24;IL26;IL27;IL27RA;IL2RA;IL2RB;IL2RG;IL3;IL31;IL31RA;IL3RA;IL4;IL4R;IL5;IL5RA;IL6;IL6R;IL6ST;IL7;IL7R;IL9;IL9R;IRF9;JAK1;JAK2;JAK3;LEP;LEPR;LIF;LIFR;MCL1;MPL;MTOR;MYC;OSM;OSMR;P3R3URF-PIK3R3;PDGFA;PDGFB;PDGFRA;PDGFRB;PIAS1;PIAS2;PIAS3;PIAS4;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PIM1;PRL;PRLR;PTPN11;PTPN2;PTPN6;RAF1;SOCS1;SOCS2;SOCS3;SOCS4;SOCS5;SOCS6;SOCS7;SOS1;SOS2;STAM;STAM2;STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6;THPO;TSLP;TYK2",95,168,TRUE,NA,0.00464636646733595,0.12703720556116,0.407017918923954,0.387325724896597,1.57672064887506,95,"OSM;MYC;LIF;PIM1;IL4R;STAT5A;IL2RB;STAT3;IL4;SOCS6;IL15RA;IL27RA;JAK3;PIK3R3;CISH;IFNG;PDGFA;GRB2;IFNGR2;IL2RA;CCND3;PIAS2;BCL2","relapse_up"
"CNV_high_top25_candidate","hsa04630","JAK-STAT signaling pathway","KEGG","hsa04630","hsa04630 JAK-STAT signaling pathway",168,"AKT1;AKT2;AKT3;AOX1;BCL2;BCL2L1;CCND1;CCND2;CCND3;CDKN1A;CISH;CLCF1;CNTF;CNTFR;CREBBP;CRLF2;CSF2;CSF2RA;CSF2RB;CSF3;CSF3R;CSH1;CSH2;CSHL1;CTF1;EGF;EGFR;EP300;EPO;EPOR;FHL1;GFAP;GH1;GH2;GHR;GRB2;HRAS;IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNAR1;IFNAR2;IFNB1;IFNE;IFNG;IFNGR1;IFNGR2;IFNK;IFNL1;IFNL2;IFNL3;IFNLR1;IFNW1;IL10;IL10RA;IL10RB;IL11;IL11RA;IL12A;IL12B;IL12RB1;IL12RB2;IL13;IL13RA1;IL13RA2;IL15;IL15RA;IL19;IL2;IL20;IL20RA;IL20RB;IL21;IL21R;IL22;IL22RA1;IL22RA2;IL23A;IL23R;IL24;IL26;IL27;IL27RA;IL2RA;IL2RB;IL2RG;IL3;IL31;IL31RA;IL3RA;IL4;IL4R;IL5;IL5RA;IL6;IL6R;IL6ST;IL7;IL7R;IL9;IL9R;IRF9;JAK1;JAK2;JAK3;LEP;LEPR;LIF;LIFR;MCL1;MPL;MTOR;MYC;OSM;OSMR;P3R3URF-PIK3R3;PDGFA;PDGFB;PDGFRA;PDGFRB;PIAS1;PIAS2;PIAS3;PIAS4;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PIM1;PRL;PRLR;PTPN11;PTPN2;PTPN6;RAF1;SOCS1;SOCS2;SOCS3;SOCS4;SOCS5;SOCS6;SOCS7;SOS1;SOS2;STAM;STAM2;STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6;THPO;TSLP;TYK2",80,168,TRUE,NA,0.0134375906741545,0.0930092060387557,0.380730400722792,0.370048894625172,1.51584761499378,80,"MYC;OSM;STAT5A;IL27RA;IL4R;PIM1;IFNGR2;SOCS6;STAT3;IL4;PTPN6;IL21R;JAK3;PIK3R3;GRB2;IL2RA;AKT1","relapse_up"
"CNV_high_top50_candidate","hsa04630","JAK-STAT signaling pathway","KEGG","hsa04630","hsa04630 JAK-STAT signaling pathway",168,"AKT1;AKT2;AKT3;AOX1;BCL2;BCL2L1;CCND1;CCND2;CCND3;CDKN1A;CISH;CLCF1;CNTF;CNTFR;CREBBP;CRLF2;CSF2;CSF2RA;CSF2RB;CSF3;CSF3R;CSH1;CSH2;CSHL1;CTF1;EGF;EGFR;EP300;EPO;EPOR;FHL1;GFAP;GH1;GH2;GHR;GRB2;HRAS;IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNAR1;IFNAR2;IFNB1;IFNE;IFNG;IFNGR1;IFNGR2;IFNK;IFNL1;IFNL2;IFNL3;IFNLR1;IFNW1;IL10;IL10RA;IL10RB;IL11;IL11RA;IL12A;IL12B;IL12RB1;IL12RB2;IL13;IL13RA1;IL13RA2;IL15;IL15RA;IL19;IL2;IL20;IL20RA;IL20RB;IL21;IL21R;IL22;IL22RA1;IL22RA2;IL23A;IL23R;IL24;IL26;IL27;IL27RA;IL2RA;IL2RB;IL2RG;IL3;IL31;IL31RA;IL3RA;IL4;IL4R;IL5;IL5RA;IL6;IL6R;IL6ST;IL7;IL7R;IL9;IL9R;IRF9;JAK1;JAK2;JAK3;LEP;LEPR;LIF;LIFR;MCL1;MPL;MTOR;MYC;OSM;OSMR;P3R3URF-PIK3R3;PDGFA;PDGFB;PDGFRA;PDGFRB;PIAS1;PIAS2;PIAS3;PIAS4;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PIM1;PRL;PRLR;PTPN11;PTPN2;PTPN6;RAF1;SOCS1;SOCS2;SOCS3;SOCS4;SOCS5;SOCS6;SOCS7;SOS1;SOS2;STAM;STAM2;STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6;THPO;TSLP;TYK2",88,168,TRUE,NA,0.000537955871638301,0.0192588202046512,0.477270815362862,0.424984420198937,1.74920047025658,88,"OSM;MYC;STAT5A;PIM1;IL4R;IL15RA;IL27RA;SOCS6;STAT3;LIF;IL4;IFNGR2;IL21R;JAK3;IL2RA;GRB2;PIK3R3;IL2RB;PDGFA;PTPN6;CSF3R;AKT2;BCL2","relapse_up"
"Cycling_TALL_blast_like","hsa04630","JAK-STAT signaling pathway","KEGG","hsa04630","hsa04630 JAK-STAT signaling pathway",168,"AKT1;AKT2;AKT3;AOX1;BCL2;BCL2L1;CCND1;CCND2;CCND3;CDKN1A;CISH;CLCF1;CNTF;CNTFR;CREBBP;CRLF2;CSF2;CSF2RA;CSF2RB;CSF3;CSF3R;CSH1;CSH2;CSHL1;CTF1;EGF;EGFR;EP300;EPO;EPOR;FHL1;GFAP;GH1;GH2;GHR;GRB2;HRAS;IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNAR1;IFNAR2;IFNB1;IFNE;IFNG;IFNGR1;IFNGR2;IFNK;IFNL1;IFNL2;IFNL3;IFNLR1;IFNW1;IL10;IL10RA;IL10RB;IL11;IL11RA;IL12A;IL12B;IL12RB1;IL12RB2;IL13;IL13RA1;IL13RA2;IL15;IL15RA;IL19;IL2;IL20;IL20RA;IL20RB;IL21;IL21R;IL22;IL22RA1;IL22RA2;IL23A;IL23R;IL24;IL26;IL27;IL27RA;IL2RA;IL2RB;IL2RG;IL3;IL31;IL31RA;IL3RA;IL4;IL4R;IL5;IL5RA;IL6;IL6R;IL6ST;IL7;IL7R;IL9;IL9R;IRF9;JAK1;JAK2;JAK3;LEP;LEPR;LIF;LIFR;MCL1;MPL;MTOR;MYC;OSM;OSMR;P3R3URF-PIK3R3;PDGFA;PDGFB;PDGFRA;PDGFRB;PIAS1;PIAS2;PIAS3;PIAS4;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PIM1;PRL;PRLR;PTPN11;PTPN2;PTPN6;RAF1;SOCS1;SOCS2;SOCS3;SOCS4;SOCS5;SOCS6;SOCS7;SOS1;SOS2;STAM;STAM2;STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6;THPO;TSLP;TYK2",89,168,TRUE,NA,1.48466714027939e-06,8.85851393700035e-05,0.643551836150722,0.514443248066211,2.14528807933445,89,"OSM;IL2RA;LIF;IL4;STAT3;IL15RA;PIM1;JAK3;IL4R;STAT4;BCL2;CISH;SOCS6;IL21R;SOCS5;STAT5A;PDGFA;PIK3R1;MYC;IL27RA;AKT2;PIAS2;JAK1;SOCS3","relapse_up"
"Quiescent_CD44_high_TALL_like","hsa04630","JAK-STAT signaling pathway","KEGG","hsa04630","hsa04630 JAK-STAT signaling pathway",168,"AKT1;AKT2;AKT3;AOX1;BCL2;BCL2L1;CCND1;CCND2;CCND3;CDKN1A;CISH;CLCF1;CNTF;CNTFR;CREBBP;CRLF2;CSF2;CSF2RA;CSF2RB;CSF3;CSF3R;CSH1;CSH2;CSHL1;CTF1;EGF;EGFR;EP300;EPO;EPOR;FHL1;GFAP;GH1;GH2;GHR;GRB2;HRAS;IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNAR1;IFNAR2;IFNB1;IFNE;IFNG;IFNGR1;IFNGR2;IFNK;IFNL1;IFNL2;IFNL3;IFNLR1;IFNW1;IL10;IL10RA;IL10RB;IL11;IL11RA;IL12A;IL12B;IL12RB1;IL12RB2;IL13;IL13RA1;IL13RA2;IL15;IL15RA;IL19;IL2;IL20;IL20RA;IL20RB;IL21;IL21R;IL22;IL22RA1;IL22RA2;IL23A;IL23R;IL24;IL26;IL27;IL27RA;IL2RA;IL2RB;IL2RG;IL3;IL31;IL31RA;IL3RA;IL4;IL4R;IL5;IL5RA;IL6;IL6R;IL6ST;IL7;IL7R;IL9;IL9R;IRF9;JAK1;JAK2;JAK3;LEP;LEPR;LIF;LIFR;MCL1;MPL;MTOR;MYC;OSM;OSMR;P3R3URF-PIK3R3;PDGFA;PDGFB;PDGFRA;PDGFRB;PIAS1;PIAS2;PIAS3;PIAS4;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PIM1;PRL;PRLR;PTPN11;PTPN2;PTPN6;RAF1;SOCS1;SOCS2;SOCS3;SOCS4;SOCS5;SOCS6;SOCS7;SOS1;SOS2;STAM;STAM2;STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6;THPO;TSLP;TYK2",71,168,TRUE,NA,0.00595208671420525,0.0396042692906734,0.407017918923954,0.393601297548613,1.56634389908802,71,"IL2RB;PIM1;MYC;OSM;IL21R;BCL2;IL10RA;IFNGR1;IL2RA;IFNG;JAK1;IL6ST;STAT4;IL12RB1;SOCS3;IL6R;STAT1;STAT3;PIK3R1","relapse_up"
"broad_T_lineage_candidate_malignant","hsa04137","Mitophagy - animal","KEGG","hsa04137","hsa04137 Mitophagy - animal",105,"AMBRA1;AMFR;ARIH1;ATF4;ATG9A;ATG9B;BCL2L1;BCL2L13;BECN1;BECN2;BNIP3;BNIP3L;CALCOCO2;CCZ1;CCZ1B;CITED2;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;E2F1;EIF2AK3;EIF2S1;FIS1;FKBP8;FOXO3;FUNDC1;GABARAP;GABARAPL1;GABARAPL2;HIF1A;HRAS;HUWE1;JUN;KRAS;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MAP1LC3BP1;MAP1LC3C;MAPK10;MAPK8;MAPK9;MARCHF5;MFN1;MFN2;MITF;mitochondrial import receptor subunit TOM7 homolog;MON1A;MON1B;MRAS;MTX1;MTX2;MTX3;MUL1;NBR1;NLRX1;NRAS;OPA1;OPTN;PGAM5;PHB2;PINK1;PRKN;RAB5A;RAB5B;RAB5C;RAB7A;RAB7B;RABGEF1;RELA;RHOT1;RHOT2;RPS27A;RRAS;RRAS2;SAMM50;SIAH1;SMURF1;SMURF2;SP1;SQSTM1;SRC;TAX1BP1;TBC1D15;TBC1D17;TBK1;TFE3;TFEB;TOMM20;TOMM20L;TOMM40;TOMM40L;TOMM7;TOMM70;TP53;TRAF2;UBA52;UBB;UBC;ULK1;USP15;USP30;USP8;VCP",97,105,TRUE,NA,0.096045197740113,0.467246907924874,0.197822021315103,0.311214352295068,1.2652515091911,97,"TOMM40;FUNDC1;RELA;SMURF2;RRAS2;CSNK2A3;ATF4;TFE3;MUL1;EIF2S1;UBA52;RPS27A;TOMM70;TOMM20;MAPK9;MTX1;PHB2;BNIP3;HUWE1;TOMM7;AMFR;OPTN;RABGEF1;CSNK2A2;FKBP8;TBC1D15;PGAM5;CSNK2A1;ARIH1;E2F1;TBK1;BCL2L13;HIF1A;MTX2;MFN2;KRAS;SAMM50;MTX3;MAP1LC3A;RAB7A","relapse_up"
"CNV_high_top25_candidate","hsa04137","Mitophagy - animal","KEGG","hsa04137","hsa04137 Mitophagy - animal",105,"AMBRA1;AMFR;ARIH1;ATF4;ATG9A;ATG9B;BCL2L1;BCL2L13;BECN1;BECN2;BNIP3;BNIP3L;CALCOCO2;CCZ1;CCZ1B;CITED2;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;E2F1;EIF2AK3;EIF2S1;FIS1;FKBP8;FOXO3;FUNDC1;GABARAP;GABARAPL1;GABARAPL2;HIF1A;HRAS;HUWE1;JUN;KRAS;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MAP1LC3BP1;MAP1LC3C;MAPK10;MAPK8;MAPK9;MARCHF5;MFN1;MFN2;MITF;mitochondrial import receptor subunit TOM7 homolog;MON1A;MON1B;MRAS;MTX1;MTX2;MTX3;MUL1;NBR1;NLRX1;NRAS;OPA1;OPTN;PGAM5;PHB2;PINK1;PRKN;RAB5A;RAB5B;RAB5C;RAB7A;RAB7B;RABGEF1;RELA;RHOT1;RHOT2;RPS27A;RRAS;RRAS2;SAMM50;SIAH1;SMURF1;SMURF2;SP1;SQSTM1;SRC;TAX1BP1;TBC1D15;TBC1D17;TBK1;TFE3;TFEB;TOMM20;TOMM20L;TOMM40;TOMM40L;TOMM7;TOMM70;TP53;TRAF2;UBA52;UBB;UBC;ULK1;USP15;USP30;USP8;VCP",89,105,TRUE,NA,0.0158390970690435,0.0998428797387919,0.352487857583619,0.341306709259687,1.44241575371799,89,"MTX1;RELA;TOMM40;MAPK9;OPTN;TFE3;TOMM70;MUL1;E2F1;AMFR;ATF4;BCL2L13;RRAS2;NRAS;BECN1;SMURF2;RAB7A;FUNDC1;CSNK2A2;UBA52;TOMM20;MFN2;UBC;MTX2;EIF2S1;CSNK2A1;RPS27A;CCZ1B;PGAM5;BNIP3;HUWE1","relapse_up"
"CNV_high_top50_candidate","hsa04137","Mitophagy - animal","KEGG","hsa04137","hsa04137 Mitophagy - animal",105,"AMBRA1;AMFR;ARIH1;ATF4;ATG9A;ATG9B;BCL2L1;BCL2L13;BECN1;BECN2;BNIP3;BNIP3L;CALCOCO2;CCZ1;CCZ1B;CITED2;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;E2F1;EIF2AK3;EIF2S1;FIS1;FKBP8;FOXO3;FUNDC1;GABARAP;GABARAPL1;GABARAPL2;HIF1A;HRAS;HUWE1;JUN;KRAS;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MAP1LC3BP1;MAP1LC3C;MAPK10;MAPK8;MAPK9;MARCHF5;MFN1;MFN2;MITF;mitochondrial import receptor subunit TOM7 homolog;MON1A;MON1B;MRAS;MTX1;MTX2;MTX3;MUL1;NBR1;NLRX1;NRAS;OPA1;OPTN;PGAM5;PHB2;PINK1;PRKN;RAB5A;RAB5B;RAB5C;RAB7A;RAB7B;RABGEF1;RELA;RHOT1;RHOT2;RPS27A;RRAS;RRAS2;SAMM50;SIAH1;SMURF1;SMURF2;SP1;SQSTM1;SRC;TAX1BP1;TBC1D15;TBC1D17;TBK1;TFE3;TFEB;TOMM20;TOMM20L;TOMM40;TOMM40L;TOMM7;TOMM70;TP53;TRAF2;UBA52;UBB;UBC;ULK1;USP15;USP30;USP8;VCP",93,105,TRUE,NA,0.0402714122112772,0.255665268128166,0.321775918075361,0.328856463039153,1.35922874141809,93,"TOMM40;OPTN;MTX1;RELA;MTX3;TFE3;FUNDC1;SMURF2;BNIP3;ATF4;MUL1;EIF2S1;MAPK9;BCL2L13;E2F1;AMFR;TOMM20;TOMM70;UBA52;HUWE1;RRAS2;RPS27A;NRAS;PGAM5;KRAS;MFN2;OPA1;CSNK2A2;UBC;TOMM7;CSNK2A1;PHB2;SAMM50;ARIH1","relapse_up"
"Cycling_TALL_blast_like","hsa04137","Mitophagy - animal","KEGG","hsa04137","hsa04137 Mitophagy - animal",105,"AMBRA1;AMFR;ARIH1;ATF4;ATG9A;ATG9B;BCL2L1;BCL2L13;BECN1;BECN2;BNIP3;BNIP3L;CALCOCO2;CCZ1;CCZ1B;CITED2;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;E2F1;EIF2AK3;EIF2S1;FIS1;FKBP8;FOXO3;FUNDC1;GABARAP;GABARAPL1;GABARAPL2;HIF1A;HRAS;HUWE1;JUN;KRAS;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MAP1LC3BP1;MAP1LC3C;MAPK10;MAPK8;MAPK9;MARCHF5;MFN1;MFN2;MITF;mitochondrial import receptor subunit TOM7 homolog;MON1A;MON1B;MRAS;MTX1;MTX2;MTX3;MUL1;NBR1;NLRX1;NRAS;OPA1;OPTN;PGAM5;PHB2;PINK1;PRKN;RAB5A;RAB5B;RAB5C;RAB7A;RAB7B;RABGEF1;RELA;RHOT1;RHOT2;RPS27A;RRAS;RRAS2;SAMM50;SIAH1;SMURF1;SMURF2;SP1;SQSTM1;SRC;TAX1BP1;TBC1D15;TBC1D17;TBK1;TFE3;TFEB;TOMM20;TOMM20L;TOMM40;TOMM40L;TOMM7;TOMM70;TP53;TRAF2;UBA52;UBB;UBC;ULK1;USP15;USP30;USP8;VCP",94,105,TRUE,NA,0.0860420650095602,0.296183262244448,0.211400189384923,0.302280767275048,1.26964089177701,94,"RRAS2;SMURF2;MTX3;ATF4;MUL1;RABGEF1;ARIH1;TAX1BP1;KRAS;OPTN;TOMM40;TOMM20;RPS27A;NRAS;TFE3;CALCOCO2;BCL2L1;USP15;MFN1;MAPK9;TOMM70;HUWE1;UBC;RELA;HIF1A;UBA52;FUNDC1;BECN1;CSNK2A1;TOMM7;CITED2;MTX2;MAPK8;USP30;RAB5A;USP8;TBC1D15;AMFR;RAB7A;FKBP8;SMURF1","relapse_up"
"Quiescent_CD44_high_TALL_like","hsa04137","Mitophagy - animal","KEGG","hsa04137","hsa04137 Mitophagy - animal",105,"AMBRA1;AMFR;ARIH1;ATF4;ATG9A;ATG9B;BCL2L1;BCL2L13;BECN1;BECN2;BNIP3;BNIP3L;CALCOCO2;CCZ1;CCZ1B;CITED2;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;E2F1;EIF2AK3;EIF2S1;FIS1;FKBP8;FOXO3;FUNDC1;GABARAP;GABARAPL1;GABARAPL2;HIF1A;HRAS;HUWE1;JUN;KRAS;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MAP1LC3BP1;MAP1LC3C;MAPK10;MAPK8;MAPK9;MARCHF5;MFN1;MFN2;MITF;mitochondrial import receptor subunit TOM7 homolog;MON1A;MON1B;MRAS;MTX1;MTX2;MTX3;MUL1;NBR1;NLRX1;NRAS;OPA1;OPTN;PGAM5;PHB2;PINK1;PRKN;RAB5A;RAB5B;RAB5C;RAB7A;RAB7B;RABGEF1;RELA;RHOT1;RHOT2;RPS27A;RRAS;RRAS2;SAMM50;SIAH1;SMURF1;SMURF2;SP1;SQSTM1;SRC;TAX1BP1;TBC1D15;TBC1D17;TBK1;TFE3;TFEB;TOMM20;TOMM20L;TOMM40;TOMM40L;TOMM7;TOMM70;TP53;TRAF2;UBA52;UBB;UBC;ULK1;USP15;USP30;USP8;VCP",79,105,TRUE,NA,0.0257674486885289,0.112854901851025,0.352487857583619,0.343698055320962,1.39343114359906,79,"RPS27A;UBA52;TOMM7;RAB5C;TBK1;GABARAPL1;MAP1LC3A;SQSTM1;EIF2S1;OPTN;TOMM40;RRAS2;AMFR;UBC;MAP1LC3B;RELA;RRAS","relapse_up"
"broad_T_lineage_candidate_malignant","hsa00190","Oxidative phosphorylation","KEGG","hsa00190","hsa00190 Oxidative phosphorylation",138,"ATP synthase subunit f;ATP12A;ATP4A;ATP4B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1FP2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;ATP8;COX1;COX10;COX11;COX15;COX17;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;LHPP;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;PPA1;PPA2;SDHA;SDHB;SDHC;SDHD;TCIRG1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ",105,138,TRUE,NA,2.77145192915817e-06,0.000249430673624235,0.627256739718528,0.493586367868109,2.0420942564755,105,"PPA2;UQCRHL;ATP5F1B;UQCRH;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;COX7A2L;PPA1;COX5A;COX6C;ATP5MC1;CYC1;COX4I1;ATP6V0E1;SDHB;NDUFA12;ATP5MC3;ATP5ME;NDUFA9;ATP5MG;ATP5PF;NDUFS6;ATP6V1G2;ATP5F1E;COX17;NDUFB7;COX6A1;UQCR11;NDUFB9;NDUFB2;NDUFA13;COX7A2;UQCRQ;ATP6V0D1;COX7C;ATP6V0A2;ATP6V0A4;ATP5F1A;SDHC;ATP5MC2;ATP5F1C;ATP6V1G1;NDUFB3;COX11;UQCRB;COX7B;NDUFS4;NDUFA8;COX8A;NDUFS3;ATP5PB;NDUFB11;ATP5MF;NDUFA11;ATP6V0C;NDUFS8","relapse_up"
"CNV_high_top25_candidate","hsa00190","Oxidative phosphorylation","KEGG","hsa00190","hsa00190 Oxidative phosphorylation",138,"ATP synthase subunit f;ATP12A;ATP4A;ATP4B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1FP2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;ATP8;COX1;COX10;COX11;COX15;COX17;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;LHPP;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;PPA1;PPA2;SDHA;SDHB;SDHC;SDHD;TCIRG1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ",103,138,TRUE,NA,1.55963652269909e-05,0.00168353396409522,0.575610261071129,0.447248900219025,1.94058599087587,103,"COX5A;NDUFC2;ATP5F1B;UQCRHL;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;PPA1;CYC1;UQCRH;COX6A1;COX7A2L;COX8A;COX6C;NDUFV2;ATP5PF;PPA2;COX4I1;ATP6V0A4;ATP6V0D1;ATP5MC1;ATP6V0C;NDUFB7;ATP6V1A;NDUFB6;ATP5F1C;ATP5MG;NDUFB9;ATP5MC3;ATP5F1A;ATP6V0E1;NDUFS3;COX7B;SDHB;COX17;ATP5F1E;NDUFB2;NDUFS8;UQCR11;ATP6V1G1;ATP5PB;NDUFA8;NDUFB11;COX15;ATP5ME;LHPP;NDUFA1;ATP6V0B;COX7A2","relapse_up"
